case_keep,run,policy,q_idx,question,reference,raw_reference,base_answer,final_answer,base_ok_score,final_ok_score,delta_ok_score,base_gold_ok,final_gold_ok,base_ent,base_con,final_ent,final_con,base_vs_reference,final_vs_reference,improvement_type,action
0,0,base,622,what is the use of adobe flash cs3 professional,supported modern programming practices and enabled business applications to be developed with Flash,supported modern programming practices and enabled business applications to be developed with Flash,interactive content,interactive content,0.22708061045268552,0.22722316244617105,0.0001425519934855346,False,False,0.386553555727005,0.053401071578264236,0.386553555727005,0.053401071578264236,neutral,neutral,still_wrong,base_keep
0,0,base,9,the fellowship of the ring director's cut length,228 minutes,228 minutes,204 minutes,204 minutes,0.0,0.0,0.0,False,False,0.05086306110024452,0.9217197299003601,0.05086306110024452,0.9217197299003601,contradict,contradict,still_wrong,base_keep
0,0,base,734,who sang it my party and i'll cry if i want to in the 80,Dave Stewart and Barbara Gaskin,Dave Stewart and Barbara Gaskin,Cyndi Lauper,Cyndi Lauper,0.0,0.0,0.0,False,False,0.006471923552453518,0.981685996055603,0.006471923552453518,0.981685996055603,contradict,contradict,still_wrong,base_keep
0,0,base,396,who plays jack in battle of the sexes,Bill Pullman,Bill Pullman,Emma Stone,Emma Stone,0.0,0.0,0.0,False,False,0.0029707106295973063,0.9923375248908997,0.0029707106295973063,0.9923375248908997,contradict,contradict,still_wrong,base_keep
0,0,base,484,this inventor co-created the film fred ott’s sneeze,Edison,Edison,Fred Ott,Fred Ott,0.0,0.0,0.0,False,False,0.016791649162769318,0.969338059425354,0.016791649162769318,0.969338059425354,contradict,contradict,still_wrong,base_keep
0,0,base,401,when did the new day win the tag team titles,2016,2016,2018,2018,0.0,0.0,0.0,False,False,0.01417504996061325,0.9527803659439087,0.01417504996061325,0.9527803659439087,contradict,contradict,still_wrong,base_keep
0,0,base,462,what does the sun represent on the uruguay flag,represents the May Revolution of 1810,represents the May Revolution of 1810,Fire,Fire,0.0,0.0,0.0,False,False,0.10777737200260162,0.7855333089828491,0.10777737200260162,0.7855333089828491,contradict,contradict,still_wrong,base_keep
0,0,base,221,where will the first round of march madness be played,"PPG Paints Arena, Pittsburgh, Pennsylvania (Host: Duquesne University)","PPG Paints Arena, Pittsburgh, Pennsylvania (Host: Duquesne University)",Indianapolis,Indianapolis,0.0,0.0,0.0,False,False,0.0020534670911729336,0.994619607925415,0.0020534670911729336,0.994619607925415,contradict,contradict,still_wrong,base_keep
0,0,base,735,who has the most catches in nfl history,Jerry Rice,Jerry Rice,Jerry Rice,Jerry Rice,0.9119363821018488,0.9124908045306802,0.0005544224288314137,True,True,0.9431017637252808,0.019471101462841034,0.9431017637252808,0.019471101462841034,entailed,entailed,already_correct,base_keep
0,0,base,621,who was the buccaneers qb when they won the superbowl,Brad Johnson,Brad Johnson,Brad Johnson,Brad Johnson,0.9104600126761944,0.9109729378391057,0.0005129251629113485,True,True,0.9446694254875183,0.021447381004691124,0.9446694254875183,0.021447381004691124,entailed,entailed,already_correct,base_keep
0,0,base,265,the area enclosed by hysteresis loop is a measure of,energy loss,energy loss,Energy,Energy,0.5524206429099043,0.5545115717997153,0.0020909288898109946,True,True,0.818706214427948,0.07734997570514679,0.818706214427948,0.07734997570514679,entailed,entailed,already_correct,base_keep
0,0,base,461,when did the smoking ban in public places start,1995,1995,2007,2007,0.0,0.0,0.0,False,False,0.010806708596646786,0.9793673157691956,0.010806708596646786,0.9793673157691956,contradict,contradict,still_wrong,base_keep
0,0,base,338,who's the guy in call me maybe,Holden Nowell,Holden Nowell,Justin Bieber,Justin Bieber,0.0,0.0,0.0,False,False,0.009364308789372444,0.9779685139656067,0.009364308789372444,0.9779685139656067,contradict,contradict,still_wrong,base_keep
0,0,base,302,what is the largest magnitude earthquake that has occurred in the pacific northwest,The 1700 Cascadia earthquake,The 1700 Cascadia earthquake,Cascadia,Cascadia,0.6243517144024372,0.6276971767097712,0.003345462307334013,False,False,0.7853443622589111,0.08790542185306549,0.7853443622589111,0.08790542185306549,entailed,entailed,still_wrong,base_keep
0,0,base,136,where does patience is a virtue come from,"""Psychomachia,"" an epic poem written in the fifth century.","""Psychomachia,"" an epic poem written in the fifth century.",Bible,Bible,0.0,0.0,0.0,False,False,0.009255723096430302,0.969918429851532,0.009255723096430302,0.969918429851532,contradict,contradict,still_wrong,base_keep
0,0,base,180,who sings the original windmills of your mind,Noel Harrison,Noel Harrison,Groovy,Groovy,0.09010753724724055,0.0919507659971714,0.0018432287499308558,False,False,0.31476667523384094,0.1710791289806366,0.31476667523384094,0.1710791289806366,neutral,neutral,still_wrong,base_keep
0,0,base,378,when was the first episode of scooby doo,"September 13, 1969","September 13, 1969",1969,1969,0.7967219112813473,0.7987344740331173,0.002012562751769975,False,False,0.9408456683158875,0.009646076709032059,0.9408456683158875,0.009646076709032059,entailed,entailed,still_wrong,base_keep
0,0,base,362,when was last time bayern munich won champions league,2000–01,2000–01,2014,2014,0.0,0.0,0.0,False,False,0.013104965910315514,0.9745813012123108,0.013104965910315514,0.9745813012123108,contradict,contradict,still_wrong,base_keep
0,0,base,192,what type of business is chamber of commerce,a form of business network,a form of business network,Business advocacy,Business advocacy,0.06275199822017126,0.06275199822017126,0.0,False,False,0.3553937077522278,0.314727783203125,0.3553937077522278,0.314727783203125,neutral,neutral,still_wrong,base_keep
0,0,base,590,what is an international system in international relations,"the individual level, the domestic state as a unit, the international level of transnational and intergovernmental affairs, and the global","the individual level, the domestic state as a unit, the international level of transnational and intergovernmental affairs, and the global",United Nations,United Nations,0.07945990106090903,0.08085155487060547,0.0013916538096964415,False,False,0.08248255401849747,0.09574222564697266,0.08248255401849747,0.09574222564697266,neutral,neutral,still_wrong,base_keep
0,0,base,201,where did you go to drink during prohibition,Speakeasies,Speakeasies,Speakeasy,Speakeasy,0.5875392791256309,0.5975163463875651,0.009977067261934258,False,False,0.869550883769989,0.06146463006734848,0.869550883769989,0.06146463006734848,entailed,entailed,still_wrong,base_keep
0,0,base,292,who is the current cruiserweight champion in wwe,"Cedric Alexander,","Cedric Alexander,",Kofi Kingston,Kofi Kingston,0.0,0.0,0.0,False,False,0.003995531238615513,0.9906535744667053,0.003995531238615513,0.9906535744667053,contradict,contradict,still_wrong,base_keep
0,0,base,703,where does blonde hair green eyes come from,a low concentration in pigmentation,a low concentration in pigmentation,Genetics,Genetics,0.022615514881908896,0.023469120264053345,0.0008536053821444484,False,False,0.1302485316991806,0.3826543986797333,0.1302485316991806,0.3826543986797333,neutral,neutral,still_wrong,base_keep
0,0,base,631,where was the deer hunter hunting scene filmed,Mount Baker-Snoqualmie National Forest,Mount Baker-Snoqualmie National Forest,Minnesota,Minnesota,0.03126360476016998,0.03794044256210327,0.006676837801933289,False,False,0.3769994080066681,0.31029778718948364,0.3769994080066681,0.31029778718948364,neutral,neutral,still_wrong,base_keep
0,0,base,262,christmas though a christian holiday began as a celebration of,pre-Christian festivals that were celebrated around the winter solstice,pre-Christian festivals that were celebrated around the winter solstice,Winter,Winter,0.46257277213735515,0.46096853353083134,-0.0016042386065238112,False,False,0.7964228987693787,0.043848857283592224,0.7964228987693787,0.043848857283592224,entailed,entailed,still_wrong,base_keep
0,0,base,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri Station,Himadri,Himadri,0.653952388005952,0.653952388005952,0.0,True,True,0.8458517789840698,0.06934938579797745,0.8458517789840698,0.06934938579797745,entailed,entailed,already_correct,base_keep
0,0,base,273,how tall is the tallest building in las vegas,The Drew Las Vegas,The Drew Las Vegas,Bellagio,Bellagio,0.0,0.0,0.0,False,False,0.03567534312605858,0.8656747937202454,0.03567534312605858,0.8656747937202454,contradict,contradict,still_wrong,base_keep
0,0,base,94,who dies in the lost city of z,Manley,Manley,Zorn,Zorn,0.0,0.0,0.0,False,False,0.03701541945338249,0.9418131113052368,0.03701541945338249,0.9418131113052368,contradict,contradict,still_wrong,base_keep
0,0,base,657,the value in the null hypothesis comes from​ what,defined so that the probability of occurrence of a more extreme value is small under the null hypothesis (usually in,defined so that the probability of occurrence of a more extreme value is small under the null hypothesis (usually in,Null hypothesis,Null hypothesis,0.49920425836250865,0.49957605672322897,0.00037179836072032124,False,False,0.8499478697776794,0.030805464833974838,0.8499478697776794,0.030805464833974838,entailed,entailed,still_wrong,base_keep
0,0,base,346,when does the nba season end this year,"April 11, 2018","April 11, 2018",June,June,0.0,0.0,0.0,False,False,0.006168577820062637,0.983578085899353,0.006168577820062637,0.983578085899353,contradict,contradict,still_wrong,base_keep
0,0,base,453,where does the chinatown bus stop in nyc,Forsyth Street at the foot of the Manhattan Bridge in the Little Fuzhou neighborhood within Manhattan's Chinatown,Forsyth Street at the foot of the Manhattan Bridge in the Little Fuzhou neighborhood within Manhattan's Chinatown,Canal St,Canal St,0.0,0.0,0.0,False,False,0.015963951125741005,0.9706943035125732,0.015963951125741005,0.9706943035125732,contradict,contradict,still_wrong,base_keep
0,0,base,169,how did leo dalton die in silent witness,in an explosion,in an explosion,Killed,Killed,0.25760676544159655,0.2579319286160171,0.00032516317442055076,False,False,0.4662306308746338,0.05928212031722069,0.4662306308746338,0.05928212031722069,neutral,neutral,still_wrong,base_keep
0,0,base,632,when did are you smarter than a 5th grader first air,"began on February 27, 2007","began on February 27, 2007",1999,1999,0.0,0.0,0.0,False,False,0.024816252291202545,0.9599351286888123,0.024816252291202545,0.9599351286888123,contradict,contradict,still_wrong,base_keep
0,0,base,489,when does closure of the ductus arteriosus occur,birth,birth,After birth,After birth,0.3792538147171338,0.3792538147171338,0.0,True,True,0.4977587163448334,0.16458868980407715,0.4977587163448334,0.16458868980407715,neutral,neutral,already_correct,base_keep
0,0,base,299,what city was zeus the patron god of,Elis,Elis,Mount Olympus,Mount Olympus,0.0,0.0,0.0,False,False,0.1414266973733902,0.6407197713851929,0.1414266973733902,0.6407197713851929,contradict,contradict,still_wrong,base_keep
0,0,base,651,where is south pole located on a map,on the continent of Antarctica,on the continent of Antarctica,Antarctica,Antarctica,0.7472455479266743,0.7494240451666216,0.0021784972399473412,False,False,0.9308547377586365,0.013350177556276321,0.9308547377586365,0.013350177556276321,entailed,entailed,still_wrong,base_keep
0,0,base,350,when did holland become involved in world war 2,10 May 1940,10 May 1940,War II,War II,0.2360898155719042,0.24274305514991285,0.006653239578008646,False,False,0.3836830258369446,0.03418777883052826,0.3836830258369446,0.03418777883052826,neutral,neutral,still_wrong,base_keep
0,0,base,496,when did the second it movie come out,"September 6, 2019","September 6, 2019",2017,2017,0.0,0.0,0.0,False,False,0.031836483627557755,0.9299042820930481,0.031836483627557755,0.9299042820930481,contradict,contradict,still_wrong,base_keep
0,0,base,137,three movies made from agatha christie's novels,The Passing of Mr. Quinn,The Passing of Mr. Quinn,Orient Express,Orient Express,0.0,0.0,0.0,False,False,0.09120599925518036,0.6465768218040466,0.09120599925518036,0.6465768218040466,contradict,contradict,still_wrong,base_keep
0,0,base,258,what is the function of the pericardial sac,Sets heart in mediastinum and limits its motion,Sets heart in mediastinum and limits its motion,Protects heart,Protects heart,0.49216915951110424,0.4923317256267183,0.000162566115614049,False,False,0.7685957551002502,0.0038230963982641697,0.7685957551002502,0.0038230963982641697,entailed,entailed,still_wrong,base_keep
0,0,base,197,where does the red wolf live in the world,the southeastern United States,the southeastern United States,North America,North America,0.3210322907567025,0.3210322907567025,0.0,False,False,0.49692949652671814,0.16217947006225586,0.49692949652671814,0.16217947006225586,neutral,neutral,still_wrong,base_keep
0,0,base,425,is coca cola a public or private company,Public,Public,public company,public company,0.596518200110489,0.596518200110489,0.0,True,True,0.4922698140144348,0.006642753724008799,0.4922698140144348,0.006642753724008799,neutral,neutral,already_correct,base_keep
0,0,base,6,state the position of india in terms of population size,second,second,Second,Second,0.9292854378838091,0.9329052033741027,0.003619765490293525,True,True,0.9602605700492859,0.008188491687178612,0.9602605700492859,0.008188491687178612,entailed,entailed,already_correct,base_keep
0,0,base,49,who was the first president of the constituent assembly,Dr. Rajendra Prasad,Dr. Rajendra Prasad,Jawaharlal Nehru,Jawaharlal Nehru,0.0,0.0,0.0,False,False,0.008627330884337425,0.9737711548805237,0.008627330884337425,0.9737711548805237,contradict,contradict,still_wrong,base_keep
0,0,base,59,what breed of cat has spots and stripes,tabby,tabby,Bengal,Bengal,0.12441675625741482,0.12820725962519647,0.003790503367781653,False,False,0.4069473147392273,0.17705032229423523,0.4069473147392273,0.17705032229423523,neutral,neutral,still_wrong,base_keep
0,0,base,82,when was the first australian prime minister elected,Sir Edmund Barton,Sir Edmund Barton,1901,1901,0.04365977291017771,0.045607298612594604,0.001947525702416894,False,False,0.10245078057050705,0.271963506937027,0.10245078057050705,0.271963506937027,neutral,neutral,still_wrong,base_keep
0,0,base,123,when is the president sworn into office (date and time of an odd or even year),at noon on the 20th day of January,at noon on the 20th day of January,January 20th,January 20th,0.7948318494274282,0.6350058502197499,-0.15982599920767837,False,False,0.9703647494316101,0.001509997178800404,0.9703647494316101,0.001509997178800404,entailed,entailed,still_wrong,base_keep
0,0,base,711,who plays young voldemort in the half blood prince,Hero Beauregard Fiennes-Tiffin,Hero Beauregard Fiennes-Tiffin,Tom Riley,Tom Riley,0.0,0.0,0.0,False,False,0.005064563825726509,0.9893529415130615,0.005064563825726509,0.9893529415130615,contradict,contradict,still_wrong,base_keep
0,0,base,153,criminal minds episode where jj becomes a profiler,The season seven premiere,The season seven premiere,The Fight,The Fight,0.04629800685991843,0.04758009513219198,0.0012820882722735516,False,False,0.18657734990119934,0.4791290760040283,0.18657734990119934,0.4791290760040283,neutral,neutral,still_wrong,base_keep
0,0,base,261,who sings the wizards of waverly place theme song,Selena Gomez,Selena Gomez,Selena Gomez,Selena Gomez,0.8985840940754861,0.8990433518216014,0.0004592577461153269,True,True,0.9255441427230835,0.02440134435892105,0.9255441427230835,0.02440134435892105,entailed,entailed,already_correct,base_keep
0,0,base,62,when was the last summer olympics in the usa,1996,1996,2028,2028,0.0,0.0,0.0,False,False,0.013765870593488216,0.9754103422164917,0.013765870593488216,0.9754103422164917,contradict,contradict,still_wrong,base_keep
0,0,base,686,who is the speaker in shooting an elephant,Orwell,Orwell,Kipling,Kipling,0.0,0.0,0.0,False,False,0.08914332836866379,0.8470199108123779,0.08914332836866379,0.8470199108123779,contradict,contradict,still_wrong,base_keep
0,0,base,100,when did refrigerator perry play for the bears,1985–1993,1985–1993,1985,1985,0.38075539292767646,0.3817670235410333,0.001011630613356851,True,True,0.7612598538398743,0.0694856122136116,0.7612598538398743,0.0694856122136116,entailed,entailed,already_correct,base_keep
0,0,base,191,where did german immigrants settled in the 1800s,"British colonies, settling primarily in Pennsylvania, New York, and Virginia","British colonies, settling primarily in Pennsylvania, New York, and Virginia",Pennsylvania,Pennsylvania,0.4675172372826968,0.47542185924142943,0.00790462195873265,False,False,0.7531293034553528,0.00971354078501463,0.7531293034553528,0.00971354078501463,entailed,entailed,still_wrong,base_keep
0,0,base,313,forney's sister in where the heart is,Margaret Hoard,Margaret Hoard,is Jo,is Jo,0.0,0.0,0.0,False,False,0.02043958008289337,0.9617213606834412,0.02043958008289337,0.9617213606834412,contradict,contradict,still_wrong,base_keep
0,0,base,691,who was the first chief minister of west bengal,Prafulla Chandra Ghosh of the Indian National Congress,Prafulla Chandra Ghosh of the Indian National Congress,Jyoti Basu,Jyoti Basu,0.0,0.0,0.0,False,False,0.012811304070055485,0.9694054126739502,0.012811304070055485,0.9694054126739502,contradict,contradict,still_wrong,base_keep
0,0,base,727,who plays janie in the search for santa paws,G. Hannelius,G. Hannelius,Tara Strong,Tara Strong,0.0,0.0,0.0,False,False,0.003720416920259595,0.990256130695343,0.003720416920259595,0.990256130695343,contradict,contradict,still_wrong,base_keep
0,0,base,224,what is the name of india 29 state,Rajasthan,Rajasthan,Andhra Pradesh,Andhra Pradesh,0.0,0.0,0.0,False,False,0.02273373119533062,0.9447736144065857,0.02273373119533062,0.9447736144065857,contradict,contradict,still_wrong,base_keep
0,0,base,441,where is the orinoco river located on a map,02°19′05″N 63°21′42″W﻿ / ﻿2.31806°N 63.36167°W,02°19′05″N 63°21′42″W﻿ / ﻿2.31806°N 63.36167°W,South America,South America,0.05227796626277268,0.05278320014476776,0.0005052338819950819,False,False,0.08103781938552856,0.2360839992761612,0.08103781938552856,0.2360839992761612,neutral,neutral,still_wrong,base_keep
0,0,base,164,where does saying bob's your uncle come from,unknown origin,unknown origin,British,British,0.0,0.0,0.0,False,False,0.008046952076256275,0.8860575556755066,0.008046952076256275,0.8860575556755066,contradict,contradict,still_wrong,base_keep
0,0,base,387,who was the drummer with the travelling wilburys,Jim Keltner,Jim Keltner,Jim Keltner,Jim Keltner,0.8972791323810817,0.8979282917361707,0.000649159355089024,True,True,0.9305564165115356,0.02739741839468479,0.9305564165115356,0.02739741839468479,entailed,entailed,already_correct,base_keep
0,0,base,785,when did harvard become an ivy league school,1945,1945,1634,1634,0.0,0.0,0.0,False,False,0.13460159301757812,0.8162743449211121,0.13460159301757812,0.8162743449211121,contradict,contradict,still_wrong,base_keep
0,0,base,510,who sings it's my party and i cry if i want to,Lesley Gore,Lesley Gore,Leslie Gore,Leslie Gore,0.7663821355812253,0.7676451234519482,0.001262987870722987,False,False,0.9229338765144348,0.0326751209795475,0.9229338765144348,0.0326751209795475,entailed,entailed,still_wrong,base_keep
0,0,base,37,who has the highest paid contract in the nba,Stephen Curry,Stephen Curry,Stephen Curry,Stephen Curry,0.9048733081109823,0.9055233709886671,0.000650062877684765,True,True,0.9291732907295227,0.020092986524105072,0.9291732907295227,0.020092986524105072,entailed,entailed,already_correct,base_keep
0,0,base,247,where in the bible is the book of revelation,in the New Testament,in the New Testament,New Testament,New Testament,0.84576982311594,0.8462261387209098,0.0004563156049698369,False,False,0.9515572190284729,0.008295625448226929,0.9515572190284729,0.008295625448226929,entailed,entailed,still_wrong,base_keep
0,0,base,78,who sang i knew the bride when she used to rock and roll,Dave Edmunds,Dave Edmunds,Jerry Lee Lewis,Jerry Lee Lewis,0.0,0.0,0.0,False,False,0.005711709149181843,0.9862653613090515,0.005711709149181843,0.9862653613090515,contradict,contradict,still_wrong,base_keep
0,0,base,595,who do the characters represent in 8 mile,loosely on Eminem,loosely on Eminem,Jimmy,Jimmy,0.0,0.0,0.0,False,False,0.02575799636542797,0.9357824921607971,0.02575799636542797,0.9357824921607971,contradict,contradict,still_wrong,base_keep
0,0,base,245,when is last time the astros won the world series,2017,2017,2017,2017,0.906171479660552,0.9093455715361051,0.0031740918755530645,True,True,0.9056293368339539,0.007277893368154764,0.9056293368339539,0.007277893368154764,entailed,entailed,already_correct,base_keep
0,0,base,125,when was the last time the vikings made the superbowl,in the 1970s,in the 1970s,Never,Never,0.0,0.0,0.0,False,False,0.0004314145480748266,0.9982397556304932,0.0004314145480748266,0.9982397556304932,contradict,contradict,still_wrong,base_keep
0,0,base,659,where was the remake of dirty dancing filmed,"across western North Carolina including Asheville, Cashiers and Saluda","across western North Carolina including Asheville, Cashiers and Saluda",Peninsula,Peninsula,0.0,0.0,0.0,False,False,0.11789879947900772,0.7886551022529602,0.11789879947900772,0.7886551022529602,contradict,contradict,still_wrong,base_keep
0,0,base,217,who plays jimmy's mom in 8 mile,Kim Basinger,Kim Basinger,Mia Farrow,Mia Farrow,0.0,0.0,0.0,False,False,0.005261826328933239,0.988318681716919,0.005261826328933239,0.988318681716919,contradict,contradict,still_wrong,base_keep
0,0,base,616,who did the united states fight in the war of 1812,United Kingdom,United Kingdom,Britain,Britain,0.6410416584368794,0.6461317833419888,0.0050901249051094055,False,False,0.8987961411476135,0.02094454877078533,0.8987961411476135,0.02094454877078533,entailed,entailed,still_wrong,base_keep
0,0,base,385,who sang the song i think we're alone now,Tommy James and the Shondells,Tommy James and the Shondells,the Shondells,the Shondells,0.8110242549236865,0.8172155469562858,0.0061912920325993825,False,False,0.9521198272705078,0.013848228380084038,0.9521198272705078,0.013848228380084038,entailed,entailed,still_wrong,base_keep
0,0,base,332,how long is the famous suspension bridge in san francisco and what is it called,"8,981 ft (2,737.4 m),[2] about 1.7 mi (2.7 km)","8,981 ft (2,737.4 m),[2] about 1.7 mi (2.7 km)",Golden Gate Bridge,Golden Gate Bridge,0.01658707696478813,0.01690747737884521,0.00032040041405707875,False,False,0.14634090662002563,0.4154626131057739,0.14634090662002563,0.4154626131057739,neutral,neutral,still_wrong,base_keep
0,0,base,155,who stepped out of the dithyrambic chorus to become the first actor,Thespis,Thespis,Forrest,Forrest,0.0,0.0,0.0,False,False,0.06320027261972427,0.9032664895057678,0.06320027261972427,0.9032664895057678,contradict,contradict,still_wrong,base_keep
0,0,base,440,what is the wave length of x rays,from 0.01 to 10 nanometers,from 0.01 to 10 nanometers,nanometers (nm),nanometers (nm),0.44521390340690103,0.44702154892895907,0.0018076455220580323,False,False,0.678788959980011,0.03155235946178436,0.678788959980011,0.03155235946178436,entailed,entailed,still_wrong,base_keep
0,0,base,383,who hung the lanterns in the old north church,the church sexton Robert Newman and Captain John Pulling,the church sexton Robert Newman and Captain John Pulling,Reverend Samuel Prescott,Reverend Samuel Prescott,0.0,0.0,0.0,False,False,0.019990330561995506,0.9446187019348145,0.019990330561995506,0.9446187019348145,contradict,contradict,still_wrong,base_keep
0,0,base,731,when is the next scandal episode coming out,"February 1, 2018","February 1, 2018",Soon,Soon,0.28825288261869,0.2885085396294017,0.0002556570107117295,False,False,0.42581307888031006,0.003551252419129014,0.42581307888031006,0.003551252419129014,neutral,neutral,still_wrong,base_keep
0,0,base,754,when did gimme gimme gimme start,8 January 1999,8 January 1999,1999,1999,0.7831080498546362,0.7846285883709788,0.0015205385163425955,False,False,0.9110300540924072,0.01033493597060442,0.9110300540924072,0.01033493597060442,entailed,entailed,still_wrong,base_keep
0,0,base,157,when did disney art of animation resort open,"May 31, 2012","May 31, 2012",1983,1983,0.0,0.0,0.0,False,False,0.03138556331396103,0.9458502531051636,0.03138556331396103,0.9458502531051636,contradict,contradict,still_wrong,base_keep
