case_keep,run,policy,q_idx,question,reference,raw_reference,base_answer,final_answer,base_ok_score,final_ok_score,delta_ok_score,base_gold_ok,final_gold_ok,base_ent,base_con,final_ent,final_con,base_vs_reference,final_vs_reference,improvement_type,action,outcome
0,0,detector_conditioned_extract,512,when is the womens ice skating for the olympics,21–23 February,21–23 February,February,February,0.8420366256327058,0.845264676848116,0.0032280512154102,True,True,0.94418865442276,0.0060354089364409,0.94418865442276,0.0060354089364409,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,0,detector_conditioned_extract,747,who was elected president in mexico in 2000,Vicente Fox,Vicente Fox,Vicente Fox,Vicente Fox,0.8646038046479224,0.8655176049470901,0.0009138002991676,True,True,0.9025431871414183,0.0450016260147094,0.9025431871414183,0.0450016260147094,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,0,detector_conditioned_extract,704,who invented the first computer game in 1962 and what was the name of the game,Spacewar!,Spacewar!,Spacewar!,Spacewar!,0.9187058286415412,0.9190006025042384,0.0002947738626971,True,True,0.9525021314620972,0.0174447614699602,0.9525021314620972,0.0174447614699602,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,0,detector_conditioned_extract,242,who is the president of the republic of zambia,Edgar Lungu,Edgar Lungu,Edgar Lungu,Edgar Lungu,0.8968719059042634,0.8978070931881666,0.0009351872839032,True,True,0.9225667715072632,0.024309292435646,0.9225667715072632,0.024309292435646,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,0,detector_conditioned_extract,209,what is the second largest country in asia,China,China,China,China,0.8860755245573819,0.887236266899854,0.001160742342472,True,True,0.8918655514717102,0.0214250944554805,0.8918655514717102,0.0214250944554805,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,0,detector_conditioned_extract,614,who scored the most points in their nba career,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,0.9093443936575204,0.9101992219593376,0.0008548283018171,True,True,0.9370265007019044,0.0190779585391283,0.9370265007019044,0.0190779585391283,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,0,detector_conditioned_extract,685,what is the movie about six degrees of separation,Six Degrees of Separation,Six Degrees of Separation,Degrees of Separation,Degrees of Separation,0.7848539543444557,0.7858800781997187,0.001026123855263,True,True,0.8544567823410034,0.0669348612427711,0.8544567823410034,0.0669348612427711,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank_keep_base,Correct (unchanged)
0,0,detector_conditioned_extract,555,what emperor took over france after the reign of terror,Napoleon Bonaparte,Napoleon Bonaparte,Napoleon,Napoleon,0.7834661938312153,0.7858356969493131,0.0023695031180978,True,True,0.8862029910087585,0.0380374230444431,0.8862029910087585,0.0380374230444431,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
0,1,detector_conditioned_extract,689,who was the pinkerton detective agency's first female detective,Kate Warne,Kate Warne,Kate Warne,Kate Warne,0.9054314135946336,0.9063561868295076,0.0009247732348739,True,True,0.9418794512748718,0.024435169994831,0.9418794512748718,0.024435169994831,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,194,who wrote the song fly me to the moon,Bart Howard,Bart Howard,Bart Howard,Bart Howard,0.8945904904417694,0.8951861227769405,0.0005956323351711,True,True,0.9237701296806335,0.0271203871816396,0.9237701296806335,0.0271203871816396,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,524,who played nathan scott on one tree hill,James Martin Lafferty,James Martin Lafferty,James Lafferty,James Lafferty,0.8044414386060089,0.8051264834031463,0.0006850447971373,True,True,0.8834259510040283,0.0487583205103874,0.8834259510040283,0.0487583205103874,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,405,what percent of the us population controls the wealth,1%,1%,1%,1%,0.9351560189528392,0.9353220750717446,0.0001660561189055,True,True,0.9615681171417236,0.0065631801262497,0.9615681171417236,0.0065631801262497,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,301,who starred in the pirates of the caribbean,Johnny Depp,Johnny Depp,JOHNNY DEPP,JOHNNY DEPP,0.9041991838626564,0.916008844356984,0.0118096604943275,True,True,0.94586980342865,0.0174511708319187,0.94586980342865,0.0174511708319187,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,148,who won the award for best goalkeeper in football world cup 2006,Gianluigi Buffon,Gianluigi Buffon,Gianluigi Buffon,Gianluigi Buffon,0.906515788557008,0.9071738959662616,0.0006581074092536,True,True,0.941755473613739,0.0236587263643741,0.941755473613739,0.0236587263643741,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,766,when did australia 2 win the america's cup,1983,1983,1983,1983,0.9262462058942766,0.92784915975295,0.0016029538586734,True,True,0.9499397277832032,0.0085544157773256,0.9499397277832032,0.0085544157773256,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,544,when was the last time the womens hockey team won gold,2018,2018,2018,2018,0.9104475563531742,0.914419282427989,0.0039717260748147,True,True,0.9202269911766052,0.0086069898679852,0.9202269911766052,0.0086069898679852,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,634,who wrote knock knock knocking on heavens door,Bob Dylan,Bob Dylan,Bob Dylan,Bob Dylan,0.9125976055068896,0.9129867822770028,0.0003891767701134,True,True,0.9474577307701112,0.0207726191729307,0.9474577307701112,0.0207726191729307,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
1,1,detector_conditioned_extract,489,when does closure of the ductus arteriosus occur,birth,birth,After birth,occurs at birth,0.47869477139165,0.6354035534337162,0.1567087820420661,True,True,0.4977587163448334,0.1645886898040771,0.7895687818527222,0.0076461313292384,neutral,entailed,already_correct,strict_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
0,1,detector_conditioned_extract,1,when did day light savings start in the us,"March 19, 1918","March 19, 1918",March 1918,March 1918,0.8628549462789671,0.8638174911634997,0.0009625448845326,True,True,0.9340335130691528,0.0153465950861573,0.9340335130691528,0.0153465950861573,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,10,when did scotland last qualify for world cup,1998,1998,1998,1998,0.9185231912555172,0.9195192325534298,0.0009960412979125,True,True,0.941073715686798,0.0124123906716704,0.941073715686798,0.0124123906716704,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,391,who recorded i can't help falling in love with you,Elvis Presley,Elvis Presley,Elvis Presley,Elvis Presley,0.892505191070959,0.9087191773485392,0.0162139862775801,True,True,0.9420835971832277,0.0224163923412561,0.9420835971832277,0.0224163923412561,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,774,when did we first put a rover on mars,January 2004,January 2004,2004,2004,0.688822927425305,0.6926554375390213,0.0038325101137162,True,True,0.7667309045791626,0.0758785307407379,0.7667309045791626,0.0758785307407379,entailed,entailed,already_correct,strict_mix_K10_group=ANSWER_sc_rerank_keep_base,Correct (unchanged)
0,1,detector_conditioned_extract,745,when was the last time dallas cowboys won the super bowl,1995,1995,1995,1995,0.9234529930539428,0.924512106589973,0.00105911353603,True,True,0.9496964812278748,0.0114233866333961,0.9496964812278748,0.0114233866333961,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,220,who was the bad guy in silence of the lambs,Buffalo Bill,Buffalo Bill,Buffalo Bill,Buffalo Bill,0.8841464636754244,0.8847453924268484,0.0005989287514239,True,True,0.9157463312149048,0.0331915169954299,0.9157463312149048,0.0331915169954299,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,746,who did us fight in world war 1,Germany,Germany,Germany,Germany,0.9105349103361368,0.912061858959496,0.0015269486233591,True,True,0.9194663763046264,0.010398231446743,0.9194663763046264,0.010398231446743,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,135,who played cory's older brother on boy meets world,Will Friedle,Will Friedle,Will Friedle,Will Friedle,0.892523870887235,0.8938542308192701,0.0013303599320351,True,True,0.9244816899299622,0.0285889152437448,0.9244816899299622,0.0285889152437448,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,777,who is playing halftime show super bowl 50,Coldplay,Coldplay,Coldplay,Coldplay,0.8944702927395701,0.8952165226824581,0.0007462299428879,True,True,0.919303834438324,0.0253068469464778,0.919303834438324,0.0253068469464778,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,102,where is wind power used most in the united states,Texas,Texas,Texas,Texas,0.8611922515695916,0.9105455054109916,0.0493532538414001,True,True,0.9208461046218872,0.0122979925945401,0.9208461046218872,0.0122979925945401,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,744,what is the longest pier in the uk,Southend Pier,Southend Pier,Southend Pier,Southend Pier,0.871197005212307,0.8737794122099877,0.0025824069976806,True,True,0.8993349671363831,0.0363745093345642,0.8993349671363831,0.0363745093345642,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,798,what is the ultimate objective of financial management,Profit maximization,Profit maximization,Profit,Profit,0.7289801818497169,0.7272731230656306,-0.0017070587840862,True,True,0.8301138281822205,0.066440463066101,0.8301138281822205,0.066440463066101,entailed,entailed,already_correct,strict_mix_K10_group=ANSWER_sc_rerank_keep_base,Correct (unchanged)
0,1,detector_conditioned_extract,786,who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier,Georges Auguste Escoffier,Georges Auguste Escoffier,Georges Auguste Escoffier,0.8749426706135274,0.8763980964571237,0.0014554258435963,True,True,0.9094469547271729,0.0380915850400924,0.9094469547271729,0.0380915850400924,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,282,who is the originator of the plan-do-check-act model of performance improvement,W. Edwards Deming,W. Edwards Deming,Edwards Deming,Edwards Deming,0.8338857517018915,0.8359768923744559,0.0020911406725644,True,True,0.9178997874259948,0.0344911739230155,0.9178997874259948,0.0344911739230155,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,395,who sang the end of the world as we know it,R.E.M.,R.E.M.,REM,R.E.M,0.7929471960663796,0.8403622036240995,0.0474150075577198,True,True,0.8302835822105408,0.0752384513616561,0.9266190528869628,0.0324478335678577,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
0,1,detector_conditioned_extract,655,who has won the 2018 formula one australia grand prix tournament,Sebastian Vettel,Sebastian Vettel,Sebastian Vettel,Sebastian Vettel,0.8947516487818211,0.8951612134370952,0.000409564655274,True,True,0.9249184727668762,0.0276018660515546,0.9249184727668762,0.0276018660515546,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,172,papayas were suffering from what pathogen on the big island of hawaii,Papaya ringspot virus (PRSV),Papaya ringspot virus (PRSV),Papaya Ringspot Virus,Papaya Ringspot Virus,0.8064256354075459,0.8094797688376691,0.0030541334301232,True,True,0.8960593938827515,0.0624562241137027,0.8960593938827515,0.0624562241137027,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,97,when did martial law in the philippines end,81,81,1981,1981,0.686758096111007,0.6884225008683279,0.0016644047573208,True,True,0.9616141319274902,0.0049186954274773,0.9616141319274902,0.0049186954274773,entailed,entailed,already_correct,strict_mix_K10_group=ANSWER_sc_rerank_keep_base,Correct (unchanged)
0,1,detector_conditioned_extract,448,who played santa in the santa clause movies,Tim Allen,Tim Allen,Tim Allen,Tim Allen,0.9094692970532924,0.9102892846707256,0.000819987617433,True,True,0.9375812411308287,0.0192197989672422,0.9375812411308287,0.0192197989672422,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,678,who has won more national championships michigan or ohio state,Michigan,Michigan,Michigan,Michigan,0.8835605616122486,0.8964961434155704,0.0129355818033217,True,True,0.9067025780677797,0.0191289037466049,0.9067025780677797,0.0191289037466049,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,260,what is the genus of a bald eagle,Haliaeetus,Haliaeetus,genus: Haliaeetus,Haliaeetus,0.615301620066166,0.8495623803138734,0.2342607602477074,True,True,0.5127941966056824,0.0396575704216957,0.8786388039588928,0.048228196799755,entailed,entailed,already_correct,strict_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
0,1,detector_conditioned_extract,571,when did the international space station go into space,1998,1998,1998,1998,0.9185231912555172,0.9195192325534298,0.0009960412979125,True,True,0.941073715686798,0.0124123906716704,0.941073715686798,0.0124123906716704,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,181,who starred in an officer and a gentleman,Richard Gere,Richard Gere,Richard Gere,Richard Gere,0.9172694205911832,0.9175357190798968,0.0002662984887137,True,True,0.9447823166847228,0.0156589541584253,0.9447823166847228,0.0156589541584253,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,1,detector_conditioned_extract,603,who is credited with the discovery of the neutron,James Chadwick,James Chadwick,Chadwick,Chadwick,0.7794332720090946,0.7812858022501072,0.0018525302410126,True,True,0.8826876282691956,0.0408866852521896,0.8826876282691956,0.0408866852521896,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank_keep_base,Correct (unchanged)
0,2,detector_conditioned_extract,151,who is often associated with printing the first book using moveable type in germany,Johannes Gutenberg,Johannes Gutenberg,Johannes Gutenberg,Johannes Gutenberg,0.8927409723773599,0.8943460846692324,0.0016051122918724,True,True,0.9286880493164062,0.0298342555761337,0.9286880493164062,0.0298342555761337,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,420,who wrote the poem for whom the bell tolls,Ernest Hemingway,Ernest Hemingway,Ernest Hemingway,Ernest Hemingway,0.9112557127745824,0.9115729743987322,0.0003172616241499,True,True,0.9416463971138,0.0197048038244247,0.9416463971138,0.0197048038244247,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,634,who wrote knock knock knocking on heavens door,Bob Dylan,Bob Dylan,Bob Dylan,Bob Dylan,0.9125976055068896,0.9129867822770028,0.0003891767701134,True,True,0.9474577307701112,0.0207726191729307,0.9474577307701112,0.0207726191729307,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,304,where did the rulers of the qing dynasty originate,Manchuria,Manchuria,Manchu,Manchu,0.472680297344923,0.4763719139993191,0.0036916166543961,True,True,0.7548765540122986,0.1409400403499603,0.7548765540122986,0.1409400403499603,entailed,entailed,already_correct,strict_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
0,2,detector_conditioned_extract,512,when is the womens ice skating for the olympics,21–23 February,21–23 February,February,February,0.8420366256327058,0.845264676848116,0.0032280512154102,True,True,0.94418865442276,0.0060354089364409,0.94418865442276,0.0060354089364409,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,172,papayas were suffering from what pathogen on the big island of hawaii,Papaya ringspot virus (PRSV),Papaya ringspot virus (PRSV),Papaya Ringspot Virus,Papaya Ringspot Virus,0.8064256354075459,0.8094797688376691,0.0030541334301232,True,True,0.8960593938827515,0.0624562241137027,0.8960593938827515,0.0624562241137027,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,555,what emperor took over france after the reign of terror,Napoleon Bonaparte,Napoleon Bonaparte,Napoleon,Napoleon,0.7834661938312153,0.7858356969493131,0.0023695031180978,True,True,0.8862029910087585,0.0380374230444431,0.8862029910087585,0.0380374230444431,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
0,2,detector_conditioned_extract,614,who scored the most points in their nba career,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,0.9093443936575204,0.9101992219593376,0.0008548283018171,True,True,0.9370265007019044,0.0190779585391283,0.9370265007019044,0.0190779585391283,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,395,who sang the end of the world as we know it,R.E.M.,R.E.M.,REM,R.E.M,0.7929471960663796,0.8403622036240995,0.0474150075577198,True,True,0.8302835822105408,0.0752384513616561,0.9266190528869628,0.0324478335678577,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
0,2,detector_conditioned_extract,194,who wrote the song fly me to the moon,Bart Howard,Bart Howard,Bart Howard,Bart Howard,0.8945904904417694,0.8951861227769405,0.0005956323351711,True,True,0.9237701296806335,0.0271203871816396,0.9237701296806335,0.0271203871816396,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,102,where is wind power used most in the united states,Texas,Texas,Texas,Texas,0.8611922515695916,0.9105455054109916,0.0493532538414001,True,True,0.9208461046218872,0.0122979925945401,0.9208461046218872,0.0122979925945401,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,10,when did scotland last qualify for world cup,1998,1998,1998,1998,0.9185231912555172,0.9195192325534298,0.0009960412979125,True,True,0.941073715686798,0.0124123906716704,0.941073715686798,0.0124123906716704,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,644,where was the original planet of the apes filmed at,California,California,California,California,0.9013472151150927,0.9146664898982272,0.0133192747831344,True,True,0.9346468448638916,0.0141551913693547,0.9346468448638916,0.0141551913693547,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,190,tallest building in the world of all time,Burj Khalifa,Burj Khalifa,Burj Khalifa,Burj Khalifa,0.8670296025834978,0.8685139425471425,0.0014843399636447,True,True,0.9034217596054076,0.0426896438002586,0.9034217596054076,0.0426896438002586,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,301,who starred in the pirates of the caribbean,Johnny Depp,Johnny Depp,JOHNNY DEPP,JOHNNY DEPP,0.9041991838626564,0.916008844356984,0.0118096604943275,True,True,0.94586980342865,0.0174511708319187,0.94586980342865,0.0174511708319187,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,37,who has the highest paid contract in the nba,Stephen Curry,Stephen Curry,Stephen Curry,Stephen Curry,0.9048733081109824,0.9055233709886672,0.0006500628776847,True,True,0.9291732907295228,0.020092986524105,0.9291732907295228,0.020092986524105,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,685,what is the movie about six degrees of separation,Six Degrees of Separation,Six Degrees of Separation,Degrees of Separation,Degrees of Separation,0.7848539543444557,0.7858800781997187,0.001026123855263,True,True,0.8544567823410034,0.0669348612427711,0.8544567823410034,0.0669348612427711,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank_keep_base,Correct (unchanged)
0,2,detector_conditioned_extract,517,what is the number of cities in texas,961,961,9,9,0.0,0.0,0.0,True,True,0.0220644082874059,0.9655041694641112,0.0220644082874059,0.9655041694641112,contradict,contradict,already_correct,force_extract_rerank,Correct (unchanged)
0,2,detector_conditioned_extract,261,who sings the wizards of waverly place theme song,Selena Gomez,Selena Gomez,Selena Gomez,Selena Gomez,0.8985840940754861,0.8990433518216014,0.0004592577461153,True,True,0.9255441427230836,0.024401344358921,0.9255441427230836,0.024401344358921,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,603,who is credited with the discovery of the neutron,James Chadwick,James Chadwick,Chadwick,Chadwick,0.7794332720090946,0.7812858022501072,0.0018525302410126,True,True,0.8826876282691956,0.0408866852521896,0.8826876282691956,0.0408866852521896,entailed,entailed,already_correct,mid_mix_K10_group=ANSWER_sc_rerank_keep_base,Correct (unchanged)
0,2,detector_conditioned_extract,176,who wrote the book the origin of species,Charles Darwin,Charles Darwin,Charles Darwin,Charles Darwin,0.9111289916699752,0.9113837340753526,0.0002547424053772,True,True,0.943988561630249,0.0208098832517862,0.943988561630249,0.0208098832517862,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,777,who is playing halftime show super bowl 50,Coldplay,Coldplay,Coldplay,Coldplay,0.8944702927395701,0.8952165226824581,0.0007462299428879,True,True,0.919303834438324,0.0253068469464778,0.919303834438324,0.0253068469464778,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,700,when's the last time michigan won a national championship in basketball,1989,1989,1989,1989,0.9130194568447768,0.9143220341205596,0.0013025772757827,True,True,0.9426717758178712,0.0176713466644287,0.9426717758178712,0.0176713466644287,entailed,entailed,already_correct,keep_high_conf,Correct (unchanged)
0,2,detector_conditioned_extract,97,when did martial law in the philippines end,81,81,1981,1981,0.686758096111007,0.6884225008683279,0.0016644047573208,True,True,0.9616141319274902,0.0049186954274773,0.9616141319274902,0.0049186954274773,entailed,entailed,already_correct,strict_mix_K10_group=ANSWER_sc_rerank,Correct (unchanged)
1,2,detector_conditioned_extract,528,when was the first mad max movie release,1979,1979,Mad Max (1979),1979,0.2932422010600567,0.9001405460201204,0.6068983449600637,True,True,0.067110076546669,0.2803966701030731,0.9277735352516174,0.0129775889217853,neutral,entailed,already_correct,force_extract_rerank,Correct (unchanged)
