mode,run,q_idx,question,gold_label,evidence,answer,gold_ok,pred_ok,score,threshold,judge_ok,ent,con,selfcheck
full,0,100,Jerry Seinfeld is only a comedian.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Jerry Seinfeld is only a comedian, which suggests that he is not a multi-talented individual with other skills or abilities beyond comedy.",True,False,0.11101891203692907,0.2,False,0.0,0.0,0.44490543981535463
full,0,60,The Fifth Element was made on a $96 million budget.,REFUTED,,"LABEL: REFUTED
REASON: The Fifth Element was actually made on a budget of $100 million, according to an interview with the film's director, Luc Besson, in The Guardian in 2017.",True,False,0.08541890895382193,0.2,False,0.0,0.0,0.5729054552308904
full,0,936,Barbara Bush has yet to be married.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Barbara Bush has yet to be married, which is not accurate as she was married to George H.W. Bush and they were married for over 70 years until his death in 2018.",True,False,0.09139167923842456,0.2,False,0.0,0.0,0.5430416038078772
full,0,936,Barbara Bush has yet to be married.,REFUTED,,"LABEL: REFUTED
REASON: There is no evidence to suggest that Barbara Bush has ever been married, as there are numerous records and articles documenting her marriage to former President George H.W. Bush in 1968.",True,False,0.09139167923842456,0.2,False,0.0,0.0,0.5430416038078772
full,0,153,Novak Djokovic is an athlete.,SUPPORTED,,"LABEL: SUPPORTED
REASON: Based on the provided evidence, it is clear that Novak Djokovic is a professional tennis player and has achieved significant success in the sport.",True,False,0.10783448479034835,0.2,False,0.0,0.0,0.4608275760482583
full,0,503,Daniela Hantuchová is a basketball player.,NOT ENOUGH INFO,,"LABEL: NOT ENOUGH INFO
REASON: The provided evidence does not suggest that Daniela Hantuchová is a basketball player. There is no information in the provided text about her involvement in basketball or any achievements in the sport.",True,False,0.18456067694448092,0.2,False,0.0,0.0,0.07719661527759551
full,0,194,Al Gore died in 1947.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Al Gore died in 1947, as there is no credible source or documentation to confirm this event. In fact, Al Gore was born in 1948 and is still alive today, serving as the 45th Vice President of the United States from 1993 to 2001.",True,False,0.13629348683429673,0.2,False,0.0,0.0,0.31853256582851625
full,0,137,Snoop Dogg was born in the 50s.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Snoop Dogg was born in the 50s, but this information is not accurate as Snoop Dogg was born in 1971.",True,False,0.10029589947726994,0.2,False,0.0,0.0,0.4985205026136504
full,0,960,Billy Wilder only worked for three years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Billy Wilder worked for three years, which contradicts the claim that he only worked for three years.",True,False,0.19977042204700413,0.2,False,0.0,0.0,0.0011478897649794817
full,0,960,Billy Wilder only worked for three years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Billy Wilder worked for three years, which contradicts the claim that he only worked for three years.",True,False,0.19977042204700413,0.2,False,0.0,0.0,0.0011478897649794817
full,0,960,Billy Wilder only worked for three years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Billy Wilder worked for three years, which contradicts the claim that he only worked for three years.",True,False,0.19977042204700413,0.2,False,0.0,0.0,0.0011478897649794817
full,0,905,Brian Eno worked with Bryan Ferry.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The claim states that Brian Eno worked with Bryan Ferry, which is supported by their collaborative work on various albums and projects.",True,False,0.19835212528188195,0.2,False,0.0,0.0,0.008239373590590226
full,0,254,Glee is a book.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Glee is a book, but there is no information or evidence to support this claim. In fact, Glee is a television show that premiered in 2009 and ran for six seasons until 2015. Therefore, the claim that Glee is a book is refuted.",True,False,0.1699291174435833,0.2,False,0.0,0.0,0.15035441278208359
full,0,278,Emmy Rossum starred in movies.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided (Emmy Rossum's name) indicates that she has indeed starred in movies.",True,False,0.11109405634472043,0.2,False,0.0,0.0,0.44452971827639787
full,0,842,Ty Cobb did not spend 22 seasons with the Detroit Tigers.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Ty Cobb did not spend 22 seasons with the Detroit Tigers is refuted by historical records and baseball databases, which confirm that Cobb played for the Tigers from 1905 to 1928, a total of 23 seasons.",True,False,0.19673222502007978,0.2,False,0.0,0.0,0.01633887489960115
full,0,842,Ty Cobb did not spend 22 seasons with the Detroit Tigers.,REFUTED,,"LABEL: REFUTED
REASON: The claim is refuted by the fact that Ty Cobb played for the Detroit Tigers from 1905 to 1928, which adds up to 23 seasons, not 22.",True,False,0.19673222502007978,0.2,False,0.0,0.0,0.01633887489960115
full,0,603,Nicole Kidman is an actress.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The claim is supported by the fact that Nicole Kidman is a well-known and successful actress who has appeared in numerous films and television shows throughout her career.",True,False,0.1947197393798787,0.2,False,0.0,0.0,0.026401303100606635
full,0,603,Nicole Kidman is an actress.,SUPPORTED,,"LABEL: SUPPORTED
REASON: Based on the provided evidence, it is clear that Nicole Kidman is indeed an actress.",True,False,0.1947197393798787,0.2,False,0.0,0.0,0.026401303100606635
full,0,787,Doc Holliday was a person.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The historical records and accounts of Doc Holliday's existence and actions provide sufficient evidence to support this claim.",True,False,0.09424647970590741,0.2,False,0.0,0.0,0.528767601470463
full,0,995,Daniel Craig acted only in Britain until 2004.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Daniel Craig acted only in Britain until 2004, but it does not provide any information about his acting career before that year, which is a crucial aspect of the claim. Therefore, the evidence provided is insufficient to support the claim.",True,False,0.12096612808139376,0.2,False,0.0,0.0,0.3951693595930313
no_judge,0,96,Shakira is only a mechanic.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Shakira is only a mechanic is refuted by the abundance of evidence showing her success and achievements in the music industry, including her numerous hit songs, awards, and sold-out concerts.",True,False,0.22013594089155525,0.31,True,0.0,0.0,0.2845581921024455
no_judge,0,96,Shakira is only a mechanic.,REFUTED,,"LABEL: REFUTED
REASON: The claim is refuted by the abundance of evidence showing Shakira's success and recognition in the music industry, including her numerous hit songs, awards, and sold-out concerts.",True,False,0.22013594089155525,0.31,True,0.0,0.0,0.2845581921024455
no_judge,0,96,Shakira is only a mechanic.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Shakira is only a mechanic. There is no information in the provided text about Shakira's profession or occupation, and it does not mention anything related to mechanics or any other specific job. Therefore, the claim is refuted.",True,False,0.22013594089155525,0.31,True,0.0,0.0,0.2845581921024455
no_judge,0,417,U2 is a band.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided confirms that U2 is indeed a band, as it mentions their existence and popularity as a group.",True,False,0.2919363373110437,0.31,False,0.0,0.0,0.051206903739107974
no_judge,0,417,U2 is a band.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The existence of U2 as a band is widely recognized and documented through various sources such as music publications, concert listings, and fan communities.",True,False,0.2919363373110437,0.31,False,0.0,0.0,0.051206903739107974
no_judge,0,417,U2 is a band.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The claim is supported by the fact that U2 has released numerous albums and singles, has performed in concerts and tours, and has been recognized with various awards and accolades for their music.",True,False,0.2919363373110437,0.31,True,0.0,0.0,0.051206903739107974
no_judge,0,149,Doctor Who is not produced by the BBC.,REFUTED,,"LABEL: REFUTED
REASON: The BBC is widely recognized as the production company behind Doctor Who, with a long history of producing the show since its inception in 1963.",True,False,0.22806306842427987,0.31,True,0.0,0.0,0.2587950276210904
no_judge,0,149,Doctor Who is not produced by the BBC.,REFUTED,,"LABEL: REFUTED
REASON: The BBC is widely recognized as the primary producer of Doctor Who, with the show having been broadcast on the BBC since its inception in 1963.",True,False,0.22806306842427987,0.31,True,0.0,0.0,0.2587950276210904
no_judge,0,149,Doctor Who is not produced by the BBC.,REFUTED,,"LABEL: REFUTED
REASON: The BBC is widely recognized as the production company behind Doctor Who, and there are numerous sources that confirm this, including the show's official website, episode guides, and interviews with the show's creators and cast.",True,False,0.22806306842427987,0.31,True,0.0,0.0,0.2587950276210904
no_judge,0,684,Vedanta is an umbrella term for many related legumes.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Vedanta is an umbrella term for many related legumes. While the article mentions that Vedanta is a genus of legumes, it does not provide any information on the relationships between different species within the genus or how they are grouped together under the umbrella term ""Vedanta."" Therefore, the claim is refuted.",True,False,0.2733235478960376,0.31,True,0.0,0.0,0.11169846933787791
no_judge,0,684,Vedanta is an umbrella term for many related legumes.,REFUTED,,"LABEL: REFUTED
REASON: The term ""Vedanta"" refers specifically to a school of Hindu philosophy and does not encompass multiple legumes as an umbrella term.",True,False,0.2733235478960376,0.31,True,0.0,0.0,0.11169846933787791
no_judge,0,684,Vedanta is an umbrella term for many related legumes.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Vedanta is an umbrella term for many related legumes. The definition of Vedanta provided in the reference text is specific to a particular philosophical and spiritual tradition, and does not mention legumes or any other type of plant. Therefore, there is no evidence to suggest that Vedanta encompasses multiple types of legumes.",True,False,0.2733235478960376,0.31,True,0.0,0.0,0.11169846933787791
no_judge,0,340,The World According to Paris had an all-male cast.,REFUTED,,"LABEL: REFUTED
REASON: The show featured actresses and actors in main roles, including Paris Hilton herself.",True,False,0.20021658048180974,0.31,True,0.0,0.0,0.34929611343411837
no_judge,0,340,The World According to Paris had an all-male cast.,REFUTED,,"LABEL: REFUTED
REASON: The show featured several female actors and actresses in main and supporting roles, including Paris Hilton herself.",True,False,0.20021658048180974,0.31,True,0.0,0.0,0.34929611343411837
no_judge,0,340,The World According to Paris had an all-male cast.,REFUTED,,"LABEL: REFUTED
REASON: The show featured a diverse cast of actors, including women and non-binary individuals, which contradicts the claim of an all-male cast.",True,False,0.20021658048180974,0.31,True,0.0,0.0,0.34929611343411837
no_judge,0,346,San Francisco's Chinatown is centered on Kearny Street and Mission Street.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that San Francisco's Chinatown is centered on Kearny Street and Mission Street. While Kearny Street and Mission Street do intersect within Chinatown, the neighborhood spans a larger area than just those two streets. Additionally, there are other important cultural and historical landmarks within Chinatown that are not located at the intersection of Kearny and Mission.",True,False,0.30012098436679646,0.31,True,0.0,0.0,0.024606800807911593
no_judge,0,346,San Francisco's Chinatown is centered on Kearny Street and Mission Street.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that San Francisco's Chinatown is centered on Kearny Street and Mission Street. While Kearny Street and Mission Street do intersect within the boundaries of Chinatown, the neighborhood stretches beyond these two streets and has a larger area of influence.",True,False,0.30012098436679646,0.31,True,0.0,0.0,0.024606800807911593
no_judge,0,346,San Francisco's Chinatown is centered on Kearny Street and Mission Street.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that San Francisco's Chinatown is centered on Kearny Street and Mission Street. While Kearny Street and Mission Street do intersect within Chinatown, the neighborhood extends beyond this intersection and includes other streets and areas.",True,False,0.30012098436679646,0.31,True,0.0,0.0,0.024606800807911593
no_judge,0,970,Tim Rice wrote code.,NOT ENOUGH INFO,,"LABEL: NOT ENOUGH INFO
REASON: The provided evidence does not provide sufficient information to determine whether Tim Rice wrote code or not.",True,False,0.3063683384535914,0.31,True,0.0,0.0,0.004302900025828018
no_judge,0,953,Ellen DeGeneres is a Gemini.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Ellen DeGeneres is a Gemini. There is no direct confirmation or credible sources to prove her zodiac sign.",True,False,0.23935951076599207,0.31,True,0.0,0.0,0.22208159001052588
no_judge,0,260,Eddie Redmayne appeared in a film.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided states that Eddie Redmayne is an actor who has appeared in several films, including the Harry Potter series and The Theory of Everything. This suggests that he has indeed appeared in at least one film.",True,False,0.13575038664902633,0.31,False,0.0,0.0,0.5588112433906645
no_judge,0,752,X-Men (film) was directed by an American director name Bryan Singer.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film ""X-Men"" was directed by Bryan Singer, as stated in the provided evidence.",True,False,0.173588801929568,0.31,True,0.0,0.0,0.43583639372890404
no_judge,0,752,X-Men (film) was directed by an American director name Bryan Singer.,SUPPORTED,,"LABEL: SUPPORTED
REASON: Bryan Singer's name is listed as the director of X-Men in various sources such as IMDB, Wikipedia, and the film's official website.",True,False,0.173588801929568,0.31,True,0.0,0.0,0.43583639372890404
no_judge,0,669,Hungary is not a country.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided suggests that Hungary is indeed a country, with its own government, currency, and international recognition as a sovereign state. Therefore, the claim that Hungary is not a country is refuted.",True,False,0.30734439276837405,0.31,True,0.0,0.0,0.0011307235027844499
no_judge,0,669,Hungary is not a country.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided shows that Hungary is a recognized sovereign state with its own government, currency, and international relations, indicating that it is a country.",True,False,0.30734439276837405,0.31,False,0.0,0.0,0.0011307235027844499
no_judge,0,669,Hungary is not a country.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Hungary is not a country. Hungary is a sovereign state with its own government, currency, and international recognition, which is sufficient to qualify it as a country.",True,False,0.30734439276837405,0.31,True,0.0,0.0,0.0011307235027844499
no_judge,0,173,World War II did not have campaigns occurring in Asia.,REFUTED,,"LABEL: REFUTED
REASON: The Pacific Theater of World War II, which included battles fought in Asia, was a major component of the war.",True,False,0.16155673000308823,0.31,True,0.0,0.0,0.4749406274899633
no_judge,0,173,World War II did not have campaigns occurring in Asia.,REFUTED,,"LABEL: REFUTED
REASON: The war between Japan and China in 1937, which escalated into a full-scale war in 1941, is evidence that campaigns occurred in Asia during World War II. (Source: ""The Second Sino-Japanese War"" by R. G. Grant)",True,False,0.16155673000308823,0.31,True,0.0,0.0,0.4749406274899633
no_judge,0,173,World War II did not have campaigns occurring in Asia.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that World War II occurred in Europe and North Africa, but does not mention any campaigns occurring in Asia, which suggests that there were no such campaigns.",True,False,0.16155673000308823,0.31,False,0.0,0.0,0.4749406274899633
no_judge,0,486,Gwen Stefani always declines to perform.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Gwen Stefani always declines to perform. In fact, she has been actively touring and performing live shows throughout her career, including recent tours with Blake Shelton and her own solo shows.",True,False,0.2418431599194614,0.31,True,0.0,0.0,0.21400973026175052
no_judge,0,486,Gwen Stefani always declines to perform.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Gwen Stefani always declines to perform. In fact, there are numerous instances of Gwen Stefani performing live and in music videos.",True,False,0.2418431599194614,0.31,True,0.0,0.0,0.21400973026175052
no_judge,0,486,Gwen Stefani always declines to perform.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Gwen Stefani always declines to perform. In fact, there are numerous instances of Gwen Stefani performing live and in music videos throughout her career as a singer and songwriter.",True,False,0.2418431599194614,0.31,True,0.0,0.0,0.21400973026175052
no_judge,0,264,License to Drive stars only men.,REFUTED,,"LABEL: REFUTED
REASON: The movie ""License to Drive"" features a cast of actors that includes both male and female characters, therefore it cannot be said that the movie only stars men.",True,False,0.29005155412571776,0.31,True,0.0,0.0,0.0573324490914173
no_judge,0,264,License to Drive stars only men.,REFUTED,,"LABEL: REFUTED
REASON: The movie ""License to Drive"" features a cast of actors that includes both men and women, therefore the claim that it only stars men is refuted by the available evidence.",True,False,0.29005155412571776,0.31,True,0.0,0.0,0.0573324490914173
no_judge,0,264,License to Drive stars only men.,REFUTED,,"LABEL: REFUTED
REASON: The movie ""License to Drive"" features a cast of actors that includes both men and women, including actresses such as Tiffani-Amber Thiessen and Mena Suvari. Therefore, the claim that the movie stars only men is refuted by the available evidence.",True,False,0.29005155412571776,0.31,True,0.0,0.0,0.0573324490914173
no_judge,0,806,The Olympic Games occur every two years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that the Olympics occur ""every four years"", which contradicts the claim that they occur every two years.",True,False,0.1723967282216932,0.31,True,0.0,0.0,0.43971063327949705
no_judge,0,806,The Olympic Games occur every two years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that the Olympic Games occur ""every four years"", which contradicts the claim that they occur every two years.",True,False,0.1723967282216932,0.31,True,0.0,0.0,0.43971063327949705
no_judge,0,898,Heikegani is nicknamed Samurai Warrior.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Heikegani is nicknamed Samurai Warrior. There is no information in the provided text to suggest that Heikegani has a nickname related to samurai warriors.",True,False,0.3047019751681787,0.31,True,0.0,0.0,0.00971858070341922
no_judge,0,898,Heikegani is nicknamed Samurai Warrior.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Heikegani is nicknamed Samurai Warrior. There is no information in the provided text to suggest that Heikegani has this nickname.",True,False,0.3047019751681787,0.31,True,0.0,0.0,0.00971858070341922
no_judge,0,898,Heikegani is nicknamed Samurai Warrior.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Heikegani is nicknamed Samurai Warrior. There is no mention of this nickname in the provided text or any other reliable sources.",True,False,0.3047019751681787,0.31,True,0.0,0.0,0.00971858070341922
no_judge,0,57,The Twelfth Doctor is the writer of Doctor Who.,REFUTED,,"LABEL: REFUTED
REASON: There is no direct evidence to suggest that the Twelfth Doctor (played by Peter Capaldi) is the writer of Doctor Who. While the show's creators and writers have varied over the years, there is no indication that the current incarnation of the Doctor has any involvement in the writing process.",True,False,0.30012288799660647,0.31,True,0.0,0.0,0.024600614011028987
no_judge,0,57,The Twelfth Doctor is the writer of Doctor Who.,REFUTED,,"LABEL: REFUTED
REASON: There is no direct evidence to support the claim that the Twelfth Doctor is the writer of Doctor Who. While the Doctor is a character in the show, he is played by various actors and is not a real person who can write the series.",True,False,0.30012288799660647,0.31,True,0.0,0.0,0.024600614011028987
no_judge,0,57,The Twelfth Doctor is the writer of Doctor Who.,REFUTED,,"LABEL: REFUTED
REASON: There is no direct evidence to support the claim that the Twelfth Doctor is the writer of Doctor Who. While the Doctor is a character in the show, he is played by different actors in each incarnation, and there is no indication that any of them have written the show.",True,False,0.30012288799660647,0.31,True,0.0,0.0,0.024600614011028987
no_judge,0,938,Taraji P. Henson has never acted.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Taraji P. Henson has acted in numerous films and television shows, including ""Smart Guy,"" ""The Bernie Mac Show,"" and ""Hidden Figures,"" which contradicts the claim that she has never acted.",True,False,0.16756718563170642,0.31,True,0.0,0.0,0.4554066466969542
no_judge,0,938,Taraji P. Henson has never acted.,REFUTED,,"LABEL: REFUTED
REASON: Evidence provided shows that Taraji P. Henson has acted in various films and television shows, including ""The Good Doctor,"" ""Empire,"" and ""Hustle & Flow."" Therefore, the claim is refuted.",True,False,0.16756718563170642,0.31,True,0.0,0.0,0.4554066466969542
no_judge,0,809,Tropic Thunder's soundtrack debuted on May 5.,REFUTED,,"LABEL: REFUTED
REASON: The soundtrack for Tropic Thunder was released on August 5, 2008, not May 5. According to the album's Wikipedia page, it was released ""August 5, 2008 (in the United States)"".",True,False,0.18023760010424647,0.31,True,0.0,0.0,0.4142277996611989
no_judge,0,809,Tropic Thunder's soundtrack debuted on May 5.,REFUTED,,"LABEL: REFUTED
REASON: The soundtrack for Tropic Thunder was released on August 12, 2008, not on May 5.",True,False,0.18023760010424647,0.31,True,0.0,0.0,0.4142277996611989
no_judge,0,809,Tropic Thunder's soundtrack debuted on May 5.,REFUTED,,"LABEL: REFUTED
REASON: The soundtrack for Tropic Thunder was released on August 5, not May 5, according to the album's Wikipedia page.",True,False,0.18023760010424647,0.31,True,0.0,0.0,0.4142277996611989
no_judge,0,945,The Avengers (2012 film) features Chris Evans as Captain America.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film ""The Avengers"" (2012) features Chris Evans as Captain America, which is supported by the evidence provided.",True,False,0.30398277724241346,0.31,True,0.0,0.0,0.01205597396215631
no_judge,0,945,The Avengers (2012 film) features Chris Evans as Captain America.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film credits list Chris Evans as ""Captain America,"" indicating that he plays the character in the movie.",True,False,0.30398277724241346,0.31,True,0.0,0.0,0.01205597396215631
no_judge,0,945,The Avengers (2012 film) features Chris Evans as Captain America.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film ""The Avengers"" (2012) features Chris Evans as Captain America, which is supported by the evidence provided.",True,False,0.30398277724241346,0.31,True,0.0,0.0,0.01205597396215631
no_judge,0,154,Lily Collins has acted.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The provided evidence states that Lily Collins is an actress, which suggests that she has acted in various films and television shows.",True,False,0.17076550010575825,0.31,False,0.0,0.0,0.44501212465628565
no_judge,0,154,Lily Collins has acted.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided states that Lily Collins is an actress, which suggests that she has acted in various films and television shows.",True,False,0.17076550010575825,0.31,True,0.0,0.0,0.44501212465628565
no_judge,0,332,The gray wolf was always unable to colonize North America.,REFUTED,,"LABEL: REFUTED
REASON: The fossil record shows that gray wolves were present in North America during the Pleistocene epoch, with evidence of their presence dating back to around 2.5 million years ago.",True,False,0.30503257057175803,0.31,True,0.0,0.0,0.008644145641786357
no_judge,0,332,The gray wolf was always unable to colonize North America.,REFUTED,,"LABEL: REFUTED
REASON: The fossil record shows that gray wolves (Canis lupus) were present in North America during the Pleistocene epoch, with evidence of their presence dating back to around 2.5 million years ago.",True,False,0.30503257057175803,0.31,True,0.0,0.0,0.008644145641786357
no_judge,0,332,The gray wolf was always unable to colonize North America.,REFUTED,,"LABEL: REFUTED
REASON: The fossil record shows that gray wolves (Canis lupus) were present in North America during the Pleistocene epoch, with evidence of their presence dating back to around 2.5 million years ago.",True,False,0.30503257057175803,0.31,True,0.0,0.0,0.008644145641786357
no_judge,0,443,Judi Dench did not star in Philomena.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Judi Dench starred in Philomena, which is a fact that is easily verifiable through various sources, including the movie's official website and reviews from reputable media outlets.",True,False,0.197615126068266,0.31,True,0.0,0.0,0.3577508402781355
no_judge,0,443,Judi Dench did not star in Philomena.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Judi Dench did not star in Philomena is refuted by the fact that Judi Dench's name appears in the film's credits as ""Philomena Lee.""",True,False,0.197615126068266,0.31,True,0.0,0.0,0.3577508402781355
no_judge,0,443,Judi Dench did not star in Philomena.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Judi Dench did not star in Philomena is refuted by the fact that Judi Dench indeed starred in the film Philomena (2013), as evidenced by her appearance in the movie's credits.",True,False,0.197615126068266,0.31,True,0.0,0.0,0.3577508402781355
