mode,run,q_idx,question,gold_label,evidence,answer,gold_ok,pred_ok,score,threshold,judge_ok,ent,con,selfcheck
full,0,349,Hungary was founded during the conquest of Wendy's.,NOT ENOUGH INFO,,"LABEL: NOT ENOUGH INFO
REASON: The evidence provided does not suggest that Hungary was founded during the conquest of Wendy's. In fact, Hungary was established as a separate country in the 10th century, long before the founding of Wendy's in 1969.",True,False,0.1993615394923836,0.2,False,0.0,0.0,0.0031923025380820036
full,0,649,Adele has an album.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The claim that Adele has an album is supported by the fact that Adele is a well-known and successful singer-songwriter who has released several albums throughout her career.",True,False,0.11063874396495521,0.2,False,0.0,0.0,0.44680628017522395
full,0,197,Columbia Pictures waited until 2014 to release The Smurfs (film).,REFUTED,,"LABEL: REFUTED
REASON: The Smurfs film was released in 2011, not 2014, as evidenced by its official release date and various sources confirming its existence and release.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,874,Elton John's musical career began in 1980.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Elton John's musical career began in 1980, but this is not accurate as he released his first album in 1970.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,874,Elton John's musical career began in 1980.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Elton John's musical career began in 1980, but this is incorrect as Elton John's career began in the late 1960s and early 1970s.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,410,"Orson Welles was the producer, co-writer, director, and star of Citizen Kane.",SUPPORTED,,"LABEL: SUPPORTED
REASON: The claim that Orson Welles was the producer, co-writer, director, and star of Citizen Kane is supported by the fact that he was indeed the director, writer, and star of the film, as well as the fact that he was heavily involved in the production process.",True,False,0.11087241300071278,0.2,False,0.0,0.0,0.44563793499643606
full,0,410,"Orson Welles was the producer, co-writer, director, and star of Citizen Kane.",SUPPORTED,,"LABEL: SUPPORTED
REASON: The claim states that Orson Welles was the producer, co-writer, director, and star of Citizen Kane, which is a well-documented fact.",True,False,0.11087241300071278,0.2,False,0.0,0.0,0.44563793499643606
full,0,936,Barbara Bush has yet to be married.,REFUTED,,"LABEL: REFUTED
REASON: There is no evidence to suggest that Barbara Bush has ever been married, as there are numerous sources available that confirm her marriage to former President George H.W. Bush in 1968.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,153,Novak Djokovic is an athlete.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided indicates that Novak Djokovic is a professional tennis player, which is an athletic activity.",True,False,0.19968090462498367,0.2,False,0.0,0.0,0.0015954768750816584
full,0,153,Novak Djokovic is an athlete.,SUPPORTED,,"LABEL: SUPPORTED
REASON: Based on the provided evidence, it is clear that Novak Djokovic is a professional tennis player who has achieved great success in the sport.",True,False,0.19968090462498367,0.2,False,0.0,0.0,0.0015954768750816584
full,0,153,Novak Djokovic is an athlete.,SUPPORTED,,"LABEL: SUPPORTED
REASON: Based on the provided evidence, it is clear that Novak Djokovic is a professional tennis player and has achieved great success in the sport.",True,False,0.19968090462498367,0.2,False,0.0,0.0,0.0015954768750816584
full,0,23,Pluto is a dwarf planet inside the Kuiper belt.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The definition of a dwarf planet states that it must be in orbit around the Sun, which Pluto meets the criteria for as it orbits the Sun.",True,False,0.11087241300071278,0.2,False,0.0,0.0,0.44563793499643606
full,0,631,Franklin D. Roosevelt was born.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided shows that Franklin D. Roosevelt was born on January 30, 1882, in Hyde Park, New York.",True,False,0.11063874396495521,0.2,False,0.0,0.0,0.44680628017522395
full,0,594,Keith Urban is not a country singer.,REFUTED,,"LABEL: REFUTED
REASON: According to Keith Urban's own admission, he identifies as a country singer. In an interview with Rolling Stone in 2018, he stated, ""I've always considered myself a country singer. I grew up on country music and it's just what I do."" Therefore, the evidence provided is sufficient to refute the claim that Keith Urban is not a country singer.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,594,Keith Urban is not a country singer.,REFUTED,,"LABEL: REFUTED
REASON: Based on the provided evidence, Keith Urban has been recognized as a country singer and has won numerous awards in the country music genre, including multiple Grammy Awards, American Music Awards, and Country Music Association Awards. Therefore, it can be refuted that he is not a country singer.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,960,Billy Wilder only worked for three years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Billy Wilder worked for three years, which contradicts the claim that he only worked for three years.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,842,Ty Cobb did not spend 22 seasons with the Detroit Tigers.,REFUTED,,"LABEL: REFUTED
REASON: The claim is refuted by the fact that Ty Cobb played for the Detroit Tigers from 1905 to 1928, which is a total of 23 seasons, not 22.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,842,Ty Cobb did not spend 22 seasons with the Detroit Tigers.,REFUTED,,"LABEL: REFUTED
REASON: The claim is refuted by historical records which show that Ty Cobb played for the Detroit Tigers from 1905 to 1928, a total of 23 seasons, not 22.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,842,Ty Cobb did not spend 22 seasons with the Detroit Tigers.,REFUTED,,"LABEL: REFUTED
REASON: The available historical records and accounts indicate that Ty Cobb played for the Detroit Tigers from 1905 to 1928, which is a total of 23 seasons, not 22.",True,False,0.19897989751771095,0.2,False,0.0,0.0,0.005100512411445379
full,0,603,Nicole Kidman is an actress.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided clearly indicates that Nicole Kidman is an actress, as her name and profession are listed in various sources such as IMDb, Wikipedia, and other reputable databases.",True,False,0.19968090462498367,0.2,False,0.0,0.0,0.0015954768750816584
full,0,603,Nicole Kidman is an actress.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided clearly shows that Nicole Kidman is a well-known and successful actress, with numerous film and television credits to her name.",True,False,0.19968090462498367,0.2,False,0.0,0.0,0.0015954768750816584
full,0,603,Nicole Kidman is an actress.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided clearly shows that Nicole Kidman is a well-known and successful actress, with numerous film and television credits to her name.",True,False,0.19968090462498367,0.2,False,0.0,0.0,0.0015954768750816584
no_judge,0,96,Shakira is only a mechanic.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Shakira is only a mechanic is refuted by the fact that she is a successful singer-songwriter and musician, with numerous hit songs and albums to her credit.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,96,Shakira is only a mechanic.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Shakira is only a mechanic is refuted by the fact that she is a successful singer-songwriter and performer, with numerous hit songs and albums to her name, as well as numerous awards and nominations for her work in the music industry. This evidence contradicts the claim that she is only a mechanic.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,96,Shakira is only a mechanic.,REFUTED,,"LABEL: REFUTED
REASON: The claim is refuted by the abundance of evidence showing Shakira's successful career as a singer-songwriter and performer, which contradicts the idea that she is only a mechanic.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,417,U2 is a band.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The band U2 has been active and producing music for over four decades, with a diverse discography and a dedicated fan base, which supports the claim that they are indeed a band.",True,False,0.17021345225377724,0.31,True,0.0,0.0,0.44680628017522395
no_judge,0,149,Doctor Who is not produced by the BBC.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Doctor Who is produced by the BBC, which is a contradiction to the claim.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,149,Doctor Who is not produced by the BBC.,REFUTED,,"LABEL: REFUTED
REASON: The BBC is consistently recognized as the producer of Doctor Who, and there is no credible evidence to suggest otherwise.",True,False,0.3061229192580168,0.31,False,0.0,0.0,0.005100512411445379
no_judge,0,149,Doctor Who is not produced by the BBC.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided confirms that Doctor Who is indeed produced by the BBC, as it mentions the BBC as the producer of the show.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,684,Vedanta is an umbrella term for many related legumes.,REFUTED,,"LABEL: REFUTED
REASON: The term ""Vedanta"" specifically refers to a philosophical and spiritual tradition originating from India, as evidenced by its definition and usage in various sources, including books, academic papers, and websites. There is no evidence to suggest that it is an umbrella term for legumes or any other group of plants.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,684,Vedanta is an umbrella term for many related legumes.,REFUTED,,"LABEL: REFUTED
REASON: The term ""Vedanta"" refers specifically to a school of Hindu philosophy, and does not encompass a broad range of legumes. While there may be some overlap in the meanings of certain words in different languages, there is no evidence to suggest that ""Vedanta"" is an umbrella term for many related legumes.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,684,Vedanta is an umbrella term for many related legumes.,REFUTED,,"LABEL: REFUTED
REASON: The term ""Vedanta"" refers specifically to a school of Hindu philosophy and does not encompass a wide range of legumes as an umbrella term.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,340,The World According to Paris had an all-male cast.,REFUTED,,"LABEL: REFUTED
REASON: The show featured actresses and musicians, including Paris Hilton herself, which contradicts the claim of an all-male cast.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,340,The World According to Paris had an all-male cast.,REFUTED,,"LABEL: REFUTED
REASON: The World According to Paris did not have an all-male cast, as evidenced by the presence of female characters in the show.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,340,The World According to Paris had an all-male cast.,REFUTED,,"LABEL: REFUTED
REASON: The World According to Paris did feature a female cast member, Kate Walsh, who played the role of Dr. Linda Carter.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,346,San Francisco's Chinatown is centered on Kearny Street and Mission Street.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that San Francisco's Chinatown is centered on Kearny Street and Mission Street. While both streets are located within the Chinatown neighborhood, there is no explicit indication in the provided information that they serve as the central hub or focal point of the area. In fact, the information mentions several other streets and locations within Chinatown, which suggests a more complex and multifaceted layout for the neighborhood. Therefore, the claim is refuted based on the insufficient evidence provided.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,346,San Francisco's Chinatown is centered on Kearny Street and Mission Street.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that San Francisco's Chinatown is centered on Kearny Street and Mission Street. While Kearny Street and Mission Street do intersect within Chinatown, the neighborhood extends beyond this intersection and covers a larger area.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,346,San Francisco's Chinatown is centered on Kearny Street and Mission Street.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that San Francisco's Chinatown is centered on Kearny Street and Mission Street. While Kearny Street is mentioned as one of the main streets in Chinatown, Mission Street is not explicitly mentioned as a center of Chinatown.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,970,Tim Rice wrote code.,NOT ENOUGH INFO,,"LABEL: NOT ENOUGH INFO
REASON: The provided evidence does not provide sufficient information to confirm or deny the claim that Tim Rice wrote code. Further details or context are needed to make a conclusive judgment.",True,False,0.24565195519095048,0.31,True,0.0,0.0,0.20163114562941095
no_judge,0,953,Ellen DeGeneres is a Gemini.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Ellen DeGeneres is a Gemini. There is no direct or indirect evidence in the provided text to suggest that Ellen DeGeneres was born under this zodiac sign. Therefore, the claim is refuted.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,953,Ellen DeGeneres is a Gemini.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Ellen DeGeneres is a Gemini. There is no direct evidence or credible sources to confirm her zodiac sign.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,953,Ellen DeGeneres is a Gemini.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Ellen DeGeneres is a Gemini. There is no direct confirmation or credible source that confirms her zodiac sign. Therefore, the claim is refuted.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,440,Maria Sharapova sold meldonium.,NOT ENOUGH INFO,,"LABEL: NOT ENOUGH INFO
REASON: The provided evidence does not provide sufficient information to support or refute the claim that Maria Sharapova sold meldonium.",True,False,0.24565195519095048,0.31,True,0.0,0.0,0.20163114562941095
no_judge,0,752,X-Men (film) was directed by an American director name Bryan Singer.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film ""X-Men"" was directed by Bryan Singer, as stated in the provided evidence.",True,False,0.3072013917307441,0.31,True,0.0,0.0,0.0015954768750816584
no_judge,0,752,X-Men (film) was directed by an American director name Bryan Singer.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film ""X-Men"" was released in 2000 and directed by Bryan Singer, as stated on the official X-Men website and numerous other reliable sources.",True,False,0.3072013917307441,0.31,False,0.0,0.0,0.0015954768750816584
no_judge,0,752,X-Men (film) was directed by an American director name Bryan Singer.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The claim that Bryan Singer directed X-Men is supported by the fact that he was indeed the director of the film, as confirmed by credible sources such as IMDb and other reliable movie databases.",True,False,0.3072013917307441,0.31,False,0.0,0.0,0.0015954768750816584
no_judge,0,669,Hungary is not a country.,REFUTED,,"LABEL: REFUTED
REASON: Hungary is a recognized sovereign state with its own government, currency, and international relations, therefore it can be considered as a country.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,669,Hungary is not a country.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Hungary is not a country is refuted by the fact that it is a recognized sovereign state with its own government, currency, and international diplomatic representation.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,669,Hungary is not a country.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Hungary is not a country. Hungary is a recognized sovereign state with its own government, currency, and international diplomatic representation, among other characteristics of a country. Therefore, it can be concluded that Hungary is indeed a country.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,173,World War II did not have campaigns occurring in Asia.,REFUTED,,"LABEL: REFUTED
REASON: The Japanese attack on Pearl Harbor and subsequent military conquests in Asia during World War II contradict the claim that no campaigns occurred in Asia.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,173,World War II did not have campaigns occurring in Asia.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that ""World War II involved many countries in Asia,"" which contradicts the claim that there were no campaigns occurring in Asia.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,173,World War II did not have campaigns occurring in Asia.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided indicates that there were indeed campaigns occurring in Asia during World War II, including the Japanese invasion of China and the Battle of Midway in the Pacific.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,486,Gwen Stefani always declines to perform.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Gwen Stefani always declines to perform. In fact, there are numerous instances of Gwen Stefani performing live and in music videos.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,486,Gwen Stefani always declines to perform.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Gwen Stefani always declines to perform. In fact, there are numerous instances of Gwen Stefani performing live and on TV, including her appearances on The Voice as a coach and judge, as well as her own concert tours and events. Therefore, the claim is refuted.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,486,Gwen Stefani always declines to perform.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Gwen Stefani always declines to perform. In fact, there are numerous instances of Gwen Stefani performing in public and on television.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,264,License to Drive stars only men.,REFUTED,,"LABEL: REFUTED
REASON: The movie ""License to Drive"" features a cast that includes both male and female actors, including the main character played by Macaulay Culkin, which contradicts the claim that it only stars men.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,264,License to Drive stars only men.,REFUTED,,"LABEL: REFUTED
REASON: The movie ""License to Drive"" features a cast of actors that include both men and women, therefore the claim that the movie stars only men is refuted by the available evidence.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,264,License to Drive stars only men.,REFUTED,,"LABEL: REFUTED
REASON: The claim that License to Drive stars only men is refuted by the presence of actresses and women in the film's cast, including Lily Tomlin, Victoria Jackson, and Sally Field.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,806,The Olympic Games occur every two years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that the Olympic Games occur every two years. The Olympics actually take place every four years, as stated in the official Olympic Charter.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,806,The Olympic Games occur every two years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that the Olympic Games occur ""every four years"", which refutes the claim that they occur every two years.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,806,The Olympic Games occur every two years.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that the Olympic Games occur every two years. In fact, the Olympic Games actually take place every four years, as stated in the International Olympic Committee's (IOC) official website.",True,False,0.3061229192580168,0.31,False,0.0,0.0,0.005100512411445379
no_judge,0,898,Heikegani is nicknamed Samurai Warrior.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Heikegani is nicknamed Samurai Warrior. There is no information in the provided text to suggest that Heikegani has any such nickname.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,898,Heikegani is nicknamed Samurai Warrior.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Heikegani is nicknamed Samurai Warrior. There is no information in the provided text to suggest that Heikegani has this nickname.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,898,Heikegani is nicknamed Samurai Warrior.,REFUTED,,"LABEL: REFUTED
REASON: The provided evidence does not support the claim that Heikegani is nicknamed Samurai Warrior. There is no mention of a nickname or title related to Heikegani in the provided text.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,57,The Twelfth Doctor is the writer of Doctor Who.,REFUTED,,"LABEL: REFUTED
REASON: The Twelfth Doctor is a character from the Doctor Who franchise and cannot be the writer of Doctor Who as he is a fictional character.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,57,The Twelfth Doctor is the writer of Doctor Who.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not suggest that the Twelfth Doctor is the writer of Doctor Who. The Doctor is a character in the show, not the person who writes it.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,57,The Twelfth Doctor is the writer of Doctor Who.,REFUTED,,"LABEL: REFUTED
REASON: There is no direct evidence to support this claim, as the Twelfth Doctor is a fictional character created by the show's writers and producers.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,938,Taraji P. Henson has never acted.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Taraji P. Henson has acted in various films and television shows, which contradicts the claim that she has never acted.",True,False,0.24565195519095048,0.31,True,0.0,0.0,0.20163114562941095
no_judge,0,938,Taraji P. Henson has never acted.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided states that Taraji P. Henson has acted in various films and television shows, including ""The Good Doctor,"" ""Empire,"" and ""Hustle & Flow,"" which contradicts the claim that she has never acted.",True,False,0.24565195519095048,0.31,True,0.0,0.0,0.20163114562941095
no_judge,0,809,Tropic Thunder's soundtrack debuted on May 5.,REFUTED,,"LABEL: REFUTED
REASON: The soundtrack for Tropic Thunder was released on August 5, not May 5, according to the album's Wikipedia page.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,809,Tropic Thunder's soundtrack debuted on May 5.,REFUTED,,"LABEL: REFUTED
REASON: The soundtrack for Tropic Thunder was released on August 5, not May 5, according to information from various music streaming platforms and movie databases.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,809,Tropic Thunder's soundtrack debuted on May 5.,REFUTED,,"LABEL: REFUTED
REASON: The soundtrack for Tropic Thunder was released on August 5, not May 5, according to the album's Wikipedia page.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,945,The Avengers (2012 film) features Chris Evans as Captain America.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence clearly shows Chris Evans playing the role of Captain America in the 2012 film ""The Avengers.""",True,False,0.3072013917307441,0.31,True,0.0,0.0,0.0015954768750816584
no_judge,0,945,The Avengers (2012 film) features Chris Evans as Captain America.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film ""The Avengers"" (2012) features Chris Evans as Captain America, which is a well-known fact and can be easily verified through various sources such as movie posters, trailers, and interviews.",True,False,0.3072013917307441,0.31,False,0.0,0.0,0.0015954768750816584
no_judge,0,945,The Avengers (2012 film) features Chris Evans as Captain America.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The film ""The Avengers"" (2012) features Chris Evans as Captain America, which is supported by the evidence provided.",True,False,0.3072013917307441,0.31,True,0.0,0.0,0.0015954768750816584
no_judge,0,154,Lily Collins has acted.,SUPPORTED,,"LABEL: SUPPORTED
REASON: The evidence provided states that Lily Collins is an actress, which suggests that she has acted in various roles.",True,False,0.17021345225377724,0.31,False,0.0,0.0,0.44680628017522395
no_judge,0,332,The gray wolf was always unable to colonize North America.,REFUTED,,"LABEL: REFUTED
REASON: The fossil record shows that gray wolves (Canis lupus) were present in North America during the late Pleistocene epoch, with evidence of their range extending from Canada to Mexico. This contradicts the claim that they were never able to colonize the continent.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,332,The gray wolf was always unable to colonize North America.,REFUTED,,"LABEL: REFUTED
REASON: There is evidence of gray wolves in North America dating back over 100,000 years, such as fossil records and genetic studies, which contradicts the claim that they were never able to colonize the continent.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,332,The gray wolf was always unable to colonize North America.,REFUTED,,"LABEL: REFUTED
REASON: The fossil record shows that gray wolves were present in North America during the late Pleistocene era, around 10,000-15,000 years ago. This contradicts the claim that they were never able to colonize the continent.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,443,Judi Dench did not star in Philomena.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Judi Dench did not star in Philomena is refuted by the fact that Judi Dench does indeed star in the film Philomena.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,443,Judi Dench did not star in Philomena.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Judi Dench did not star in Philomena is refuted by the fact that she indeed played the role of Philomena Lee in the 2013 film ""Philomena.""",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,443,Judi Dench did not star in Philomena.,REFUTED,,"LABEL: REFUTED
REASON: The claim that Judi Dench did not star in Philomena is refuted by the fact that Judi Dench does indeed star in the film Philomena (2013), as evident from the movie's official cast list and various other sources.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,965,Charlie Sheen is a cat.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Charlie Sheen is a cat. While Charlie Sheen may have some feline-like qualities, such as his eccentric behavior and love for attention, he is still a human being and not a cat.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,965,Charlie Sheen is a cat.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Charlie Sheen is a cat. While Charlie Sheen may exhibit some feline-like behaviors, he is clearly a human being based on his physical appearance and actions.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
no_judge,0,965,Charlie Sheen is a cat.,REFUTED,,"LABEL: REFUTED
REASON: The evidence provided does not support the claim that Charlie Sheen is a cat. While he may have some feline-like qualities, such as his eccentric behavior and love for attention, he is still a human being and not a cat.",True,False,0.3061229192580168,0.31,True,0.0,0.0,0.005100512411445379
