mode,run,q_idx,question,reference,answer,gold_ok,pred_ok,score,threshold,judge_ok,ent,con,selfcheck
full,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7831080498546362,0.77,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
full,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7831080498546362,0.77,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
full,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7881376321667007,0.77,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
full,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7881376321667007,0.77,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
full,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7881376321667007,0.77,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
no_judge,0,505,where does prime rib come from on a cow,the primal rib,Rib,False,True,0.7758280027657746,0.76,False,0.936211347579956,0.01293603889644146,0.13214106857776642
no_judge,0,505,where does prime rib come from on a cow,the primal rib,Rib,False,True,0.7758280027657746,0.76,False,0.936211347579956,0.01293603889644146,0.13214106857776642
no_judge,0,505,where does prime rib come from on a cow,the primal rib,Rib,False,True,0.7758280027657746,0.76,False,0.936211347579956,0.01293603889644146,0.13214106857776642
no_judge,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.788057642779313,0.76,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
no_judge,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.788057642779313,0.76,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
no_judge,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.788057642779313,0.76,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
no_judge,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7944256987189874,0.76,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
no_judge,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7944256987189874,0.76,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
no_judge,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7944256987189874,0.76,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
no_judge,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.6943933024226377,0.76,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_judge,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.6943933024226377,0.76,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_judge,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.6943933024226377,0.76,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_judge,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7963846929371357,0.76,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
no_judge,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7963846929371357,0.76,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
no_judge,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7963846929371357,0.76,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
no_judge,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.6829571566854913,0.76,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
no_judge,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.6829571566854913,0.76,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
no_judge,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.40659789872976637,0.76,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_judge,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.40659789872976637,0.76,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_judge,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.40659789872976637,0.76,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_judge,0,350,when did holland become involved in world war 2,10 May 1940,1940,False,True,0.7666442584246397,0.76,True,0.9123294949531555,0.009388442151248455,0.13219961524009705
no_judge,0,350,when did holland become involved in world war 2,10 May 1940,1940,False,True,0.7666442584246397,0.76,True,0.9123294949531555,0.009388442151248455,0.13219961524009705
no_judge,0,425,is coca cola a public or private company,Public,public company,True,False,0.601654673339605,0.76,True,0.4922698140144348,0.006642753724008799,0.0021051932126283646
no_judge,0,425,is coca cola a public or private company,Public,public company,True,False,0.601654673339605,0.76,True,0.4922698140144348,0.006642753724008799,0.0021051932126283646
no_judge,0,425,is coca cola a public or private company,Public,public company,True,False,0.601654673339605,0.76,True,0.4922698140144348,0.006642753724008799,0.0021051932126283646
no_judge,0,123,when is the president sworn into office (date and time of an odd or even year),at noon on the 20th day of January,January 20th,False,True,0.7929628086720186,0.76,False,0.9703647494316101,0.001509997178800404,0.00882042944431305
no_judge,0,123,when is the president sworn into office (date and time of an odd or even year),at noon on the 20th day of January,January 20th,False,True,0.7929628086720186,0.76,False,0.9703647494316101,0.001509997178800404,0.00882042944431305
no_judge,0,123,when is the president sworn into office (date and time of an odd or even year),at noon on the 20th day of January,January 20th,False,True,0.7929628086720186,0.76,False,0.9703647494316101,0.001509997178800404,0.00882042944431305
no_judge,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.47941852177027616,0.76,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_judge,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.47941852177027616,0.76,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_judge,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.47941852177027616,0.76,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_judge,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.857627060167336,0.76,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_judge,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.857627060167336,0.76,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_judge,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.857627060167336,0.76,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_judge,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.8144727300736122,0.76,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
no_judge,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.8144727300736122,0.76,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
no_judge,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.8144727300736122,0.76,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
no_judge,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7794018091168254,0.76,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
no_judge,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7794018091168254,0.76,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
no_judge,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7794018091168254,0.76,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
no_judge,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7864263926699225,0.76,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
no_judge,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7864263926699225,0.76,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
no_judge,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7864263926699225,0.76,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
no_mnli,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.4421374142395727,0.73,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_mnli,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.4421374142395727,0.73,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_mnli,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.4421374142395727,0.73,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_mnli,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.6836558718347187,0.73,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
no_mnli,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.6836558718347187,0.73,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
no_mnli,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.6920249031574436,0.73,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_mnli,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.6920249031574436,0.73,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_mnli,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.6920249031574436,0.73,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_mnli,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.166081730987538,0.73,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_mnli,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.166081730987538,0.73,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_mnli,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.166081730987538,0.73,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_mnli,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.7707549600382194,0.73,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_mnli,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.7707549600382194,0.73,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_mnli,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.7707549600382194,0.73,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_selfcheck,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.7686773729510605,0.75,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
no_selfcheck,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.7686773729510605,0.75,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
no_selfcheck,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.7686773729510605,0.75,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
no_selfcheck,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7743050468464693,0.75,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
no_selfcheck,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7743050468464693,0.75,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
no_selfcheck,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7743050468464693,0.75,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
no_selfcheck,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.5067317459042426,0.75,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_selfcheck,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.5067317459042426,0.75,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_selfcheck,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.5067317459042426,0.75,False,0.818706214427948,0.07734997570514679,0.02090928889811039
no_selfcheck,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7765859950747754,0.75,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
no_selfcheck,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7765859950747754,0.75,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
no_selfcheck,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7765859950747754,0.75,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
no_selfcheck,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.707164457095442,0.75,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
no_selfcheck,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.707164457095442,0.75,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
no_selfcheck,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.4250036788207513,0.75,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_selfcheck,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.4250036788207513,0.75,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_selfcheck,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.4250036788207513,0.75,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
no_selfcheck,0,350,when did holland become involved in world war 2,10 May 1940,1940,False,True,0.762608443800774,0.75,True,0.9123294949531555,0.009388442151248455,0.13219961524009705
no_selfcheck,0,350,when did holland become involved in world war 2,10 May 1940,1940,False,True,0.762608443800774,0.75,True,0.9123294949531555,0.009388442151248455,0.13219961524009705
no_selfcheck,0,425,is coca cola a public or private company,Public,public company,True,False,0.6015571143538518,0.75,True,0.4922698140144348,0.006642753724008799,0.0021051932126283646
no_selfcheck,0,425,is coca cola a public or private company,Public,public company,True,False,0.6015571143538518,0.75,True,0.4922698140144348,0.006642753724008799,0.0021051932126283646
no_selfcheck,0,425,is coca cola a public or private company,Public,public company,True,False,0.6015571143538518,0.75,True,0.4922698140144348,0.006642753724008799,0.0021051932126283646
no_selfcheck,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.31461859531700614,0.75,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_selfcheck,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.31461859531700614,0.75,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_selfcheck,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.31461859531700614,0.75,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
no_selfcheck,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.829324501366527,0.75,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_selfcheck,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.829324501366527,0.75,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_selfcheck,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.829324501366527,0.75,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
no_selfcheck,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.7972139016932084,0.75,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
no_selfcheck,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.7972139016932084,0.75,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
no_selfcheck,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.7972139016932084,0.75,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
no_selfcheck,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.760928096767101,0.75,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
no_selfcheck,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.760928096767101,0.75,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
no_selfcheck,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.760928096767101,0.75,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
no_selfcheck,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7658238091772156,0.75,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
no_selfcheck,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7658238091772156,0.75,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
no_selfcheck,0,797,where does a brisket come from on a cow,the breast or lower chest,the chest,False,True,0.7658238091772156,0.75,True,0.9142612814903259,0.02508704923093319,0.006020551081746817
judge_only,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.7984733824618161,0.79,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
judge_only,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.7984733824618161,0.79,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
judge_only,0,158,when did they stop cigarette advertising on television,"January 2, 1971",1971,False,True,0.7984733824618161,0.79,True,0.9206445813179016,0.007633087690919638,0.015161831863224506
judge_only,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7985603265464306,0.79,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
judge_only,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7985603265464306,0.79,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
judge_only,0,235,when was the first star wars film released,"May 25, 1977",1977,False,True,0.7985603265464306,0.79,True,0.9309532046318054,0.007198367267847061,0.01477950531989336
judge_only,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.0,0.79,False,0.818706214427948,0.07734997570514679,0.02090928889811039
judge_only,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.0,0.79,False,0.818706214427948,0.07734997570514679,0.02090928889811039
judge_only,0,265,the area enclosed by hysteresis loop is a measure of,energy loss,Energy,True,False,0.0,0.79,False,0.818706214427948,0.07734997570514679,0.02090928889811039
judge_only,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7980707846581936,0.79,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
judge_only,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7980707846581936,0.79,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
judge_only,0,378,when was the first episode of scooby doo,"September 13, 1969",1969,False,True,0.7980707846581936,0.79,True,0.9408456683158875,0.009646076709032059,0.020125627517700195
judge_only,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.7861301228404045,0.79,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
judge_only,0,799,india's first arctic research station set up in 2008 what is the name,Himadri Station,Himadri,True,False,0.7861301228404045,0.79,True,0.8458517789840698,0.06934938579797745,0.3146927375346422
judge_only,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.7670822620391846,0.79,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
judge_only,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.7670822620391846,0.79,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
judge_only,0,489,when does closure of the ductus arteriosus occur,birth,After birth,True,False,0.7670822620391846,0.79,True,0.4977587163448334,0.16458868980407715,0.005167657509446144
judge_only,0,651,where is south pole located on a map,on the continent of Antarctica,Antarctica,False,True,0.7973299644887448,0.79,True,0.9308547377586365,0.013350177556276321,0.02178497239947319
judge_only,0,651,where is south pole located on a map,on the continent of Antarctica,Antarctica,False,True,0.7973299644887448,0.79,True,0.9308547377586365,0.013350177556276321,0.02178497239947319
judge_only,0,651,where is south pole located on a map,on the continent of Antarctica,Antarctica,False,True,0.7973299644887448,0.79,True,0.9308547377586365,0.013350177556276321,0.02178497239947319
judge_only,0,350,when did holland become involved in world war 2,10 May 1940,1940,False,True,0.7981223115697503,0.79,True,0.9123294949531555,0.009388442151248455,0.13219961524009705
judge_only,0,350,when did holland become involved in world war 2,10 May 1940,1940,False,True,0.7981223115697503,0.79,True,0.9123294949531555,0.009388442151248455,0.13219961524009705
judge_only,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.0,0.79,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
judge_only,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.0,0.79,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
judge_only,0,100,when did refrigerator perry play for the bears,1985–1993,1985,True,False,0.0,0.79,False,0.7612598538398743,0.0694856122136116,0.010116306133568287
judge_only,0,510,who sings it's my party and i cry if i want to,Lesley Gore,Leslie Gore,False,True,0.7934649758040906,0.79,True,0.9229338765144348,0.0326751209795475,0.012629878707230091
judge_only,0,510,who sings it's my party and i cry if i want to,Lesley Gore,Leslie Gore,False,True,0.7934649758040906,0.79,True,0.9229338765144348,0.0326751209795475,0.012629878707230091
judge_only,0,510,who sings it's my party and i cry if i want to,Lesley Gore,Leslie Gore,False,True,0.7934649758040906,0.79,True,0.9229338765144348,0.0326751209795475,0.012629878707230091
judge_only,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.7983408749103547,0.79,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
judge_only,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.7983408749103547,0.79,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
judge_only,0,247,where in the bible is the book of revelation,in the New Testament,New Testament,False,True,0.7983408749103547,0.79,True,0.9515572190284729,0.008295625448226929,0.004563156049698591
judge_only,0,616,who did the united states fight in the war of 1812,United Kingdom,Britain,False,True,0.795811090245843,0.79,True,0.8987961411476135,0.02094454877078533,0.050901249051094055
judge_only,0,616,who did the united states fight in the war of 1812,United Kingdom,Britain,False,True,0.795811090245843,0.79,True,0.8987961411476135,0.02094454877078533,0.050901249051094055
judge_only,0,616,who did the united states fight in the war of 1812,United Kingdom,Britain,False,True,0.795811090245843,0.79,True,0.8987961411476135,0.02094454877078533,0.050901249051094055
judge_only,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.7972303543239833,0.79,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
judge_only,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.7972303543239833,0.79,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
judge_only,0,385,who sang the song i think we're alone now,Tommy James and the Shondells,the Shondells,False,True,0.7972303543239833,0.79,True,0.9521198272705078,0.013848228380084038,0.06191292032599449
judge_only,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7979330128058791,0.79,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
judge_only,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7979330128058791,0.79,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
judge_only,0,754,when did gimme gimme gimme start,8 January 1999,1999,False,True,0.7979330128058791,0.79,True,0.9110300540924072,0.01033493597060442,0.0152053851634264
judge_only,0,395,who sang the end of the world as we know it,R.E.M.,REM,True,False,0.7849523097276688,0.79,True,0.8302835822105408,0.07523845136165619,0.060371581465005875
